year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1347,12,-100,4
1988,1290,11,-17,7
1989,1488,10,-176,0
1990,1427,10,-278,2
1991,1417,10,-341,0
1992,1433,9,-145,1
1993,1455,9,-299,5
1994,1208,10,-207,9
1995,1390,10,-262,0
1996,1381,11,-191,2
1997,1249,10,-361,5
1998,1259,10,-187,9
1999,1475,9,-404,1
2000,1778,12,-406,0
2001,1763,11,-244,1
2002,1390,11,-247,0
2003,1436,10,-27,1
2004,1346,9,-261,5
2005,1437,9,-15,0
2006,1153,10,-138,7
2007,1451,10,-27,9
2008,1349,10,-153,0
2009,1513,12,-211,3
2010,1382,10,-288,2
2011,1647,13,-138,6
2012,1318,10,-239,9
2013,1524,9,-84,1
2014,1564,11,-158,1
2015,1388,9,-107,2
2016,1369,10,-240,4
2016
2017,1743,12,-196,4
2018,1813,10,-325,0
2019,1943,12,-240,7
2020,1665,10,-352,0
2021,1819,11,-419,3
2022,1851,13,-266,3
2023,1591,9,-424,0
2024,1973,11,-342,3
2025,1845,10,-180,0
2026,1610,10,-359,2
2027,1828,12,-448,5
2028,1453,12,-216,5
2029,1705,12,-500,6
2030,1690,10,-330,1
2031,1801,14,-471,0
2032,1611,12,-272,1
2033,1944,12,-403,3
2034,1789,12,-313,5
2035,1809,13,-355,1
2036,1632,10,-279,0
2037,1796,12,-393,2
2038,1578,11,-345,6
2039,1859,14,-349,0
2040,1657,12,-211,3
2041,1807,13,-349,0
2042,1677,13,-269,5
2043,1608,11,-325,7
2044,1865,12,-274,0
2045,1532,10,-201,2
2046,1762,14,-349,0
