year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1298,11,-268,11
1988,1360,10,-183,0
1989,1185,9,-289,1
1990,1465,10,-242,1
1991,1402,12,-408,3
1992,1387,11,-269,6
1993,1192,10,-463,2
1994,1409,12,-420,3
1995,1347,11,-355,2
1996,1464,12,-468,4
1997,1493,10,-424,2
1998,1413,12,-228,0
1999,1168,10,-406,3
2000,1428,13,-297,2
2001,1367,11,-271,1
2002,1274,11,-217,8
2003,1384,12,-365,6
2004,1308,11,-244,3
2005,1300,9,-290,2
2006,1396,11,-284,7
2007,1462,10,-291,0
2008,1211,11,-261,1
2009,1461,12,-210,4
2010,1261,10,-320,7
2011,1415,10,-249,1
2012,1306,11,-358,7
2013,1435,9,-261,0
2014,1491,14,-341,0
2015,1495,10,-310,1
2016,1233,9,-310,2
2016
2017,1435,11,-295,1
2018,1489,13,-352,0
2019,1454,12,-322,0
2020,1536,11,-398,0
2021,1627,11,-420,0
2022,1611,13,-304,3
2023,1527,11,-433,1
2024,1435,11,-535,0
2025,1416,12,-296,1
2026,1690,13,-499,0
2027,1661,13,-410,3
2028,1592,12,-269,1
2029,1744,12,-565,2
2030,1631,11,-490,0
2031,1453,12,-176,0
2032,1423,13,-119,3
2033,1550,12,-323,0
2034,1569,12,-365,4
2035,1614,11,-395,0
2036,1616,12,-373,0
2037,1521,11,-232,3
2038,1578,12,-299,3
2039,1452,11,-218,1
2040,1543,12,-350,2
2041,1584,11,-471,3
2042,1686,11,-360,0
2043,1567,11,-322,0
2044,1277,12,-282,10
2045,1483,12,-309,0
2046,1714,13,-428,1
