year,A1,A2,A3
,label A1,label A2,label A3
1987,1,3553,13
1988,0,3819,23
1989,7,3914,63
1990,3,3817,46
1991,9,3823,70
1992,0,3699,8
1993,6,3902,59
1994,1,3682,22
1995,1,3662,19
1996,1,3735,16
1997,0,3984,19
1998,4,3786,42
1999,2,3802,34
2000,1,3889,14
2001,4,3667,22
2002,0,4023,12
2003,6,3740,41
2004,0,4190,17
2005,1,4085,17
2006,2,3530,24
2007,4,3587,37
2008,1,3766,24
2009,11,3890,61
2010,5,3639,37
2011,2,3901,34
2012,0,4018,17
2013,1,3852,20
2014,0,3829,2
2015,2,3738,22
2016,5,3844,40
2016
2017,11,3593,88
2018,6,3351,41
2019,3,3350,50
2020,6,3388,63
2021,4,3262,42
2022,2,3417,37
2023,3,3587,46
2024,3,3461,56
2025,9,3606,57
2026,9,3774,100
2027,1,3623,52
2028,7,3426,57
2029,0,3285,30
2030,0,3658,7
2031,9,3423,70
2032,1,3405,29
2033,0,3456,12
2034,3,3578,30
2035,5,3451,65
2036,1,3381,52
2037,11,3388,81
2038,7,3582,60
2039,5,3519,47
2040,5,3502,35
2041,6,3473,43
2042,0,3473,17
2043,7,3457,40
2044,1,3147,28
2045,14,3367,88
2046,1,3512,21
