year,A1,A2,A3
,label A1,label A2,label A3
1987,0,2656,0
1988,0,2710,4
1989,0,2634,10
1990,0,2728,2
1991,0,2869,0
1992,0,2603,0
1993,0,2908,2
1994,0,2698,0
1995,0,2677,0
1996,0,2664,0
1997,0,2781,0
1998,0,2697,1
1999,0,2812,6
2000,0,2674,1
2001,0,2456,3
2002,0,2687,0
2003,0,2686,1
2004,0,2824,0
2005,0,2719,2
2006,0,2748,3
2007,0,2806,7
2008,0,2576,1
2009,2,2612,11
2010,3,2755,13
2011,0,2711,7
2012,0,2624,3
2013,0,2798,3
2014,0,2649,2
2015,1,2630,7
2016,0,2653,0
2016
2017,0,2500,1
2018,0,2301,5
2019,0,2604,2
2020,0,2360,3
2021,0,2657,2
2022,0,2319,4
2023,0,2370,1
2024,0,2475,7
2025,0,2410,7
2026,0,2528,8
2027,0,2313,5
2028,0,2267,2
2029,0,2375,3
2030,1,2395,14
2031,1,2484,24
2032,0,2402,6
2033,0,2443,7
2034,0,2361,8
2035,0,2462,5
2036,0,2493,3
2037,0,2360,6
2038,0,2468,12
2039,0,2172,3
2040,0,2345,2
2041,2,2312,11
2042,3,2527,16
2043,1,2385,8
2044,0,2507,4
2045,0,2446,1
2046,0,2370,2
