year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,700,11,-114,4
1988,767,9,-167,9
1989,887,10,-146,0
1990,734,9,-39,3
1991,668,11,-262,6
1992,730,9,-22,0
1993,638,10,-170,1
1994,763,10,-161,1
1995,686,10,-93,0
1996,691,10,-196,3
1997,756,10,-170,1
1998,747,10,-194,1
1999,755,10,-240,5
2000,817,10,-159,5
2001,841,11,-64,0
2002,689,9,-23,1
2003,759,10,-52,2
2004,806,10,8,3
2005,776,10,61,0
2006,826,11,-88,2
2007,911,11,-214,4
2008,736,10,17,4
2009,765,9,-41,1
2010,893,11,-144,2
2011,837,10,-124,0
2012,860,9,-154,0
2013,636,10,110,5
2014,788,11,-26,3
2015,935,10,-70,0
2016,671,11,-45,2
2016
2017,842,11,-92,1
2018,1028,11,-126,0
2019,753,10,-52,0
2020,827,11,-2,1
2021,733,9,-293,1
2022,834,11,6,2
2023,882,11,-279,0
2024,834,12,-115,1
2025,944,12,-61,0
2026,986,11,-272,0
2027,909,12,-225,0
2028,936,11,-55,0
2029,859,9,-297,0
2030,851,11,-147,2
2031,877,10,-18,1
2032,741,10,-88,2
2033,948,13,-147,1
2034,945,11,-120,0
2035,851,11,-33,0
2036,925,12,24,1
2037,880,10,-117,0
2038,1019,11,-171,0
2039,760,11,-127,5
2040,1043,11,-162,0
2041,968,10,-114,0
2042,953,11,-15,3
2043,835,10,19,0
2044,859,11,27,2
2045,790,11,-137,2
2046,828,13,24,1
