year,A1,A2,A3
,label A1,label A2,label A3
1987,65,1579,395
1988,69,1473,461
1989,58,1651,424
1990,56,1532,434
1991,43,1609,378
1992,62,1522,368
1993,43,1617,367
1994,45,1516,359
1995,63,1643,416
1996,54,1685,397
1997,46,1676,368
1998,61,1638,375
1999,51,1682,408
2000,42,1619,426
2001,55,1610,330
2002,82,1570,522
2003,52,1837,377
2004,34,1551,255
2005,86,1854,517
2006,55,1710,460
2007,72,1615,485
2008,53,1543,382
2009,43,1664,343
2010,65,1636,421
2011,32,1711,260
2012,54,1556,376
2013,48,1593,316
2014,48,1626,353
2015,58,1675,369
2016,69,1674,449
2016
2017,66,1551,403
2018,96,1414,600
2019,93,1483,611
2020,74,1333,508
2021,68,1426,528
2022,103,1498,605
2023,63,1316,527
2024,62,1452,482
2025,71,1352,510
2026,88,1428,637
2027,91,1373,656
2028,91,1536,646
2029,62,1472,488
2030,65,1376,519
2031,85,1313,537
2032,97,1390,628
2033,88,1658,576
2034,90,1563,591
2035,86,1397,555
2036,106,1430,735
2037,87,1541,548
2038,92,1340,677
2039,93,1438,620
2040,66,1326,436
2041,68,1422,436
2042,80,1425,516
2043,72,1510,480
2044,76,1324,489
2045,68,1419,515
2046,74,1565,508
