year,A1,A2,A3
,label A1,label A2,label A3
1987,0,2718,2
1988,0,2817,2
1989,0,2939,1
1990,0,2728,0
1991,0,2651,4
1992,0,2890,7
1993,0,2718,0
1994,0,2834,1
1995,0,2774,0
1996,0,2878,1
1997,0,2928,4
1998,0,2773,4
1999,0,2797,3
2000,0,2874,3
2001,0,2717,3
2002,0,2771,4
2003,0,2835,0
2004,0,2711,10
2005,0,2613,2
2006,0,2746,3
2007,0,2863,0
2008,0,2715,5
2009,0,2713,1
2010,0,2976,1
2011,0,2681,2
2012,1,2804,6
2013,0,2844,3
2014,0,2781,4
2015,0,2707,0
2016,0,2801,2
2016
2017,0,2392,2
2018,0,2500,3
2019,0,2647,3
2020,0,2384,0
2021,0,2521,12
2022,1,2465,12
2023,0,2642,1
2024,1,2594,12
2025,1,2426,7
2026,0,2496,8
2027,0,2521,2
2028,0,2649,6
2029,0,2421,2
2030,0,2353,13
2031,0,2527,1
2032,0,2513,7
2033,0,2468,6
2034,2,2614,9
2035,0,2543,6
2036,0,2476,0
2037,0,2415,5
2038,0,2386,7
2039,0,2611,3
2040,2,2753,15
2041,0,2528,8
2042,0,2451,3
2043,0,2384,2
2044,0,2552,2
2045,0,2397,5
2046,0,2683,0
