year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,713,9,205,4
1988,860,9,92,9
1989,786,10,111,2
1990,776,9,173,1
1991,732,8,112,2
1992,927,11,188,0
1993,665,9,33,0
1994,772,9,38,0
1995,662,8,257,9
1996,696,8,-6,3
1997,776,9,10,3
1998,823,10,196,8
1999,802,10,-15,0
2000,686,9,38,5
2001,938,10,233,0
2002,913,10,173,2
2003,715,10,180,4
2004,720,9,155,6
2005,870,10,177,4
2006,812,10,25,1
2007,851,10,156,0
2008,906,10,51,6
2009,721,9,235,0
2010,760,9,187,4
2011,778,8,121,0
2012,656,10,194,6
2013,927,9,187,1
2014,925,9,89,7
2015,746,9,218,7
2016,767,9,49,3
2016
2017,910,10,198,0
2018,848,11,171,2
2019,882,11,33,2
2020,895,10,137,1
2021,912,10,52,8
2022,942,11,239,0
2023,759,8,-100,0
2024,871,10,-36,5
2025,783,9,168,0
2026,833,9,-92,0
2027,812,11,102,2
2028,774,7,92,2
2029,891,11,-84,1
2030,991,10,42,2
2031,837,10,232,0
2032,910,10,127,4
2033,910,11,155,1
2034,894,10,110,0
2035,756,10,190,1
2036,761,10,163,0
2037,994,10,112,0
2038,860,11,262,0
2039,761,10,197,5
2040,841,10,122,0
2041,841,10,237,2
2042,953,12,249,1
2043,901,10,212,3
2044,756,11,72,0
2045,900,9,192,0
2046,737,9,81,2
