year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1518,10,-326,0
1988,1443,8,-334,4
1989,1610,12,-280,6
1990,1532,12,-262,4
1991,1516,13,-396,10
1992,1501,10,-140,2
1993,1301,10,-444,8
1994,1468,14,-367,0
1995,1277,8,-264,0
1996,1498,9,-361,1
1997,1696,11,-453,4
1998,1977,12,-342,1
1999,1261,11,-561,7
2000,1475,11,-389,6
2001,1439,11,-282,3
2002,1446,10,-320,4
2003,1396,10,-312,0
2004,1466,11,-188,6
2005,1132,9,-285,7
2006,1382,8,-251,0
2007,1490,12,-219,4
2008,1411,10,-258,0
2009,1667,11,-398,1
2010,1412,11,-248,8
2011,1384,11,-329,11
2012,1167,10,-326,6
2013,1386,11,-342,7
2014,1460,10,-246,0
2015,1405,10,-316,13
2016,1486,11,-255,0
2016
2017,1564,10,-337,0
2018,1745,13,-342,5
2019,2011,12,-352,6
2020,1557,11,-290,0
2021,1445,13,-394,2
2022,1566,12,-291,4
2023,1740,11,-403,0
2024,1768,11,-297,2
2025,1436,11,-230,9
2026,1763,12,-547,1
2027,1872,13,-357,2
2028,1425,13,-231,1
2029,1446,12,-372,2
2030,1345,11,-413,3
2031,1541,12,-172,7
2032,1534,13,-375,7
2033,1419,11,-272,7
2034,1519,13,-337,1
2035,1511,11,-189,2
2036,1483,10,-245,2
2037,1635,10,-244,8
2038,1675,12,-295,4
2039,1881,10,-442,0
2040,1786,13,-185,0
2041,1935,12,-285,0
2042,1653,12,-299,1
2043,1788,11,-208,0
2044,1715,10,-312,13
2045,1639,11,-242,0
2046,1558,12,-267,6
