year,A1,A2,A3
,label A1,label A2,label A3
1987,0,2367,11
1988,0,2608,4
1989,0,2614,6
1990,0,2549,9
1991,0,2547,6
1992,3,2568,17
1993,0,2565,3
1994,0,2536,6
1995,0,2467,6
1996,0,2459,7
1997,1,2554,4
1998,1,2479,11
1999,0,2549,12
2000,3,2486,23
2001,2,2304,12
2002,0,2464,13
2003,4,2570,19
2004,1,2667,16
2005,1,2448,12
2006,3,2384,21
2007,3,2631,16
2008,0,2569,3
2009,1,2586,16
2010,1,2508,7
2011,0,2511,6
2012,2,2357,19
2013,0,2541,5
2014,0,2453,3
2015,5,2442,26
2016,0,2422,2
2016
2017,0,2274,4
2018,0,2311,5
2019,0,2212,5
2020,2,2184,21
2021,0,2232,10
2022,7,2244,37
2023,0,2376,15
2024,0,2217,17
2025,1,2218,10
2026,0,2272,3
2027,1,2270,9
2028,2,2326,17
2029,0,2281,4
2030,0,2180,8
2031,3,2308,28
2032,0,2402,9
2033,0,2432,6
2034,2,2347,15
2035,0,2468,6
2036,1,2352,12
2037,2,2282,13
2038,1,2232,13
2039,1,2370,12
2040,0,2309,7
2041,0,2116,9
2042,1,2287,5
2043,1,2296,11
2044,3,2180,32
2045,0,2246,2
2046,0,2357,4
