year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1436,10,-38,4
1988,1085,8,-47,2
1989,1275,7,-85,0
1990,1303,6,-30,3
1991,1075,7,-47,3
1992,1089,8,21,4
1993,978,11,-75,6
1994,988,7,-189,8
1995,1160,9,87,4
1996,947,10,-119,6
1997,1333,9,-313,5
1998,1063,9,12,5
1999,1216,8,-182,3
2000,1050,10,-234,5
2001,1153,8,-50,7
2002,985,6,-20,6
2003,1114,7,73,4
2004,1085,9,-62,9
2005,898,5,57,6
2006,1091,9,-88,1
2007,1365,11,-146,5
2008,1041,8,-46,8
2009,1525,11,-33,2
2010,1061,9,-199,7
2011,1296,11,-112,4
2012,1095,10,6,10
2013,1307,7,-94,1
2014,1161,6,-72,0
2015,1261,7,-104,2
2016,1428,11,-59,1
2016
2017,1239,11,-97,9
2018,1590,11,-264,0
2019,1371,9,-201,5
2020,1753,12,-115,6
2021,1071,8,-138,14
2022,1403,10,-86,4
2023,1284,10,-183,19
2024,1225,11,-101,0
2025,1786,12,-291,3
2026,1278,10,-82,17
2027,1615,10,-274,3
2028,1517,8,-84,2
2029,1632,11,-337,8
2030,1666,11,-199,3
2031,1314,11,-99,7
2032,1660,11,-143,10
2033,1220,10,-171,0
2034,1416,10,-311,4
2035,1514,10,-156,6
2036,1458,11,-101,2
2037,1623,10,-194,3
2038,1484,11,-156,7
2039,1360,11,-168,0
2040,1426,7,-55,3
2041,982,10,-112,3
2042,1373,10,-128,12
2043,1432,9,-72,8
2044,1190,10,-98,3
2045,1700,12,-211,1
2046,1623,8,-156,1
