year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1199,9,-316,0
1988,1196,9,-293,11
1989,1633,11,-284,6
1990,1195,8,-325,4
1991,1154,11,-430,1
1992,911,11,-234,20
1993,1220,12,-447,3
1994,1291,10,-433,9
1995,1289,10,-335,1
1996,1269,8,-398,5
1997,1254,10,-372,18
1998,1631,11,-315,4
1999,1350,7,-481,16
2000,1436,10,-402,0
2001,1339,7,-263,9
2002,1473,12,-259,2
2003,1315,10,-382,0
2004,1273,11,-251,6
2005,1167,10,-316,14
2006,1363,11,-415,4
2007,1474,9,-420,3
2008,1442,11,-404,5
2009,1218,8,-345,11
2010,1292,9,-285,8
2011,1347,8,-268,0
2012,1257,10,-113,11
2013,1274,9,-274,6
2014,1153,9,-305,5
2015,1164,10,-315,14
2016,1649,11,-383,4
2016
2017,1442,9,-278,3
2018,1894,13,-453,5
2019,1520,11,-394,12
2020,1302,10,-341,11
2021,1555,13,-388,7
2022,1387,11,-301,8
2023,1587,10,-525,5
2024,1627,11,-422,10
2025,1609,11,-262,0
2026,1289,10,-415,5
2027,1531,10,-492,0
2028,1402,9,-304,3
2029,1629,11,-508,4
2030,1365,12,-337,1
2031,1194,8,-322,7
2032,1452,13,-441,16
2033,1265,10,-267,11
2034,1413,10,-347,5
2035,1568,9,-331,8
2036,1208,10,-328,7
2037,1243,10,-262,11
2038,1761,9,-347,0
2039,1547,12,-318,2
2040,1618,9,-273,0
2041,1480,12,-409,2
2042,1650,11,-371,0
2043,1407,13,-362,8
2044,1406,10,-329,2
2045,1363,10,-278,15
2046,1637,9,-404,0
