year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1495,10,-418,5
1988,1879,11,-448,0
1989,2230,11,-388,0
1990,2044,10,-483,4
1991,1998,9,-496,0
1992,2023,11,-423,2
1993,2090,9,-467,0
1994,1658,10,-336,3
1995,1602,10,-461,11
1996,1745,10,-439,0
1997,1709,9,-372,4
1998,1699,8,-458,1
1999,1767,8,-438,5
2000,1872,11,-408,9
2001,1849,11,-356,1
2002,1945,9,-371,5
2003,1871,11,-382,0
2004,1656,11,-286,8
2005,1935,10,-383,2
2006,1868,11,-516,9
2007,1728,9,-385,10
2008,1676,8,-250,7
2009,1853,10,-410,7
2010,1820,10,-470,7
2011,1749,8,-328,4
2012,1885,11,-386,2
2013,1751,10,-458,1
2014,1673,9,-396,3
2015,2024,8,-440,3
2016,1862,8,-277,2
2016
2017,2010,10,-418,0
2018,1922,10,-412,3
2019,2087,10,-421,5
2020,2234,10,-541,0
2021,1982,11,-567,8
2022,1783,13,-372,6
2023,1741,11,-433,2
2024,1748,11,-481,4
2025,1884,9,-503,0
2026,1924,12,-506,4
2027,1918,9,-475,2
2028,2015,12,-448,4
2029,2102,12,-456,1
2030,1999,9,-584,2
2031,2143,11,-486,6
2032,1697,11,-385,6
2033,2137,12,-402,0
2034,2033,11,-424,3
2035,2011,13,-308,4
2036,2167,11,-458,1
2037,2199,12,-471,4
2038,1897,9,-323,9
2039,2039,13,-466,2
2040,2005,12,-387,3
2041,1779,8,-417,2
2042,2251,11,-442,0
2043,1942,10,-356,0
2044,2078,11,-363,2
2045,1929,10,-426,0
2046,1660,10,-376,3
