year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,127,170,122,88
1988,255,397,110,64
1989,177,145,127,77
1990,122,162,100,188
1991,137,180,151,126
1992,85,364,135,270
1993,30,350,287,216
1994,178,253,134,166
1995,195,121,120,154
1996,246,193,163,207
1997,117,205,259,199
1998,98,188,164,143
1999,119,149,271,148
2000,98,210,117,233
2001,174,167,178,70
2002,97,234,181,230
2003,193,145,127,202
2004,225,177,108,200
2005,89,122,219,151
2006,150,148,241,101
2007,164,241,95,85
2008,179,231,150,213
2009,158,186,108,190
2010,139,236,117,223
2011,116,99,136,137
2012,78,245,100,191
2013,351,297,97,205
2014,271,191,191,159
2015,179,111,158,72
2016,261,187,105,88
