year,A1,A2,A3
,label A1,label A2,label A3
1987,35,2179,238
1988,40,1933,277
1989,40,2082,268
1990,53,1978,312
1991,51,1966,346
1992,37,2106,233
1993,33,2165,287
1994,49,2104,314
1995,40,1959,254
1996,43,2032,306
1997,35,2146,243
1998,26,1981,162
1999,37,2270,283
2000,41,1953,348
2001,47,2400,275
2002,47,2018,306
2003,28,2271,173
2004,30,1865,237
2005,34,2086,205
2006,51,1940,318
2007,34,1941,249
2008,37,2093,258
2009,64,1937,407
2010,56,2267,353
2011,32,2111,226
2012,34,1943,239
2013,39,2001,251
2014,39,2112,282
2015,48,2013,264
2016,41,2292,234
2016
2017,52,1698,365
2018,69,1889,464
2019,82,1682,499
2020,55,1680,327
2021,58,1771,425
2022,40,1846,262
2023,77,1664,550
2024,38,1921,343
2025,75,1894,493
2026,68,1797,443
2027,45,1763,371
2028,57,1847,339
2029,59,1758,448
2030,62,1792,477
2031,78,2174,458
2032,51,1715,319
2033,57,1618,359
2034,73,1527,421
2035,65,1971,371
2036,70,1796,436
2037,61,1940,351
2038,79,2041,523
2039,68,1861,408
2040,73,1993,467
2041,72,2084,489
2042,49,1963,331
2043,66,1597,487
2044,30,1785,229
2045,59,1987,361
2046,57,1983,410

min,,1200
max,,2550
steps,,10
decimal



