year,A1,A2,A3
,label A1,label A2,label A3
1987,2,2491,10
1988,0,2469,2
1989,0,2572,1
1990,0,2500,8
1991,0,2594,8
1992,0,2484,8
1993,0,2618,3
1994,0,2648,2
1995,0,2525,5
1996,1,2510,17
1997,0,2428,2
1998,0,2405,8
1999,0,2637,8
2000,0,2513,2
2001,2,2543,9
2002,0,2412,2
2003,0,2516,2
2004,0,2471,6
2005,0,2558,2
2006,0,2535,1
2007,1,2579,8
2008,0,2455,4
2009,1,2516,14
2010,0,2684,4
2011,0,2560,1
2012,1,2385,4
2013,1,2430,5
2014,5,2485,24
2015,0,2527,3
2016,0,2480,3
2016
2017,2,2341,9
2018,0,2224,1
2019,0,2193,4
2020,0,2269,5
2021,1,2334,3
2022,1,2193,15
2023,0,2176,7
2024,0,2272,4
2025,2,2253,18
2026,1,2302,11
2027,0,2155,4
2028,0,2198,3
2029,0,2258,8
2030,1,2268,13
2031,1,2341,12
2032,0,2239,6
2033,4,2297,29
2034,5,2297,20
2035,0,2336,3
2036,0,2346,2
2037,0,2462,2
2038,0,2216,16
2039,0,2349,4
2040,0,2156,5
2041,1,2262,10
2042,2,2260,11
2043,0,2066,16
2044,3,2314,20
2045,0,2331,6
2046,1,2214,14
