year,A1,A2,A3
,label A1,label A2,label A3
1987,5,4570,45
1988,11,4065,87
1989,19,3740,135
1990,3,4289,20
1991,2,4236,36
1992,16,4099,123
1993,5,4089,58
1994,5,4619,49
1995,4,4050,41
1996,4,4503,57
1997,11,3954,98
1998,13,4077,70
1999,1,3923,14
2000,3,3868,55
2001,9,3871,50
2002,18,4471,114
2003,8,4267,58
2004,4,4511,50
2005,1,4058,30
2006,8,4321,81
2007,6,4149,50
2008,2,4516,26
2009,6,3951,56
2010,1,4081,24
2011,15,4348,89
2012,17,4287,111
2013,13,3934,79
2014,0,3973,10
2015,4,3949,28
2016,12,4257,80
2016
2017,14,3744,103
2018,2,3856,32
2019,9,3503,62
2020,8,3503,97
2021,10,3609,91
2022,8,3994,60
2023,5,3874,49
2024,12,3821,111
2025,5,3731,62
2026,1,3963,44
2027,3,3505,59
2028,6,3738,51
2029,5,3660,67
2030,2,4011,22
2031,5,3541,40
2032,8,3684,80
2033,2,3672,44
2034,5,3486,64
2035,5,3797,43
2036,10,3821,66
2037,13,3765,99
2038,12,3697,124
2039,10,3699,87
2040,4,3828,41
2041,1,3648,33
2042,7,3988,70
2043,6,3673,71
2044,1,3663,33
2045,11,3716,94
2046,4,3813,51
