year,A1,A2,A3
,label A1,label A2,label A3
1987,61,1500,421
1988,64,1282,479
1989,80,1408,535
1990,68,1527,517
1991,70,1507,524
1992,86,1899,518
1993,74,1707,517
1994,57,1655,434
1995,70,1625,487
1996,83,1486,548
1997,64,1523,511
1998,61,1490,424
1999,65,1409,540
2000,70,1619,549
2001,80,1492,519
2002,76,1787,476
2003,79,1537,549
2004,73,1527,521
2005,57,1462,421
2006,102,1433,644
2007,76,1513,550
2008,57,1472,465
2009,81,1332,544
2010,71,1431,582
2011,73,1590,503
2012,77,1554,545
2013,88,1433,589
2014,69,1630,526
2015,82,1377,559
2016,77,1391,575
2016
2017,89,1547,667
2018,102,1265,700
2019,90,1332,582
2020,91,1291,601
2021,95,1442,771
2022,94,1308,681
2023,82,1340,655
2024,74,1111,595
2025,114,1423,775
2026,80,1343,649
2027,69,1394,543
2028,102,1281,689
2029,79,1491,598
2030,108,1527,847
2031,92,1331,588
2032,101,1036,781
2033,70,1654,489
2034,113,1389,871
2035,97,1361,692
2036,108,1331,744
2037,87,1435,626
2038,75,1495,682
2039,111,1351,879
2040,106,1421,783
2041,98,1312,739
2042,102,1429,704
2043,90,1461,668
2044,91,1594,638
2045,98,1059,731
2046,90,1404,683
