year,A1,A2,A3
,label A1,label A2,label A3
1987,6,2821,49
1988,1,2959,21
1989,6,2981,45
1990,1,2934,25
1991,0,2688,17
1992,5,3115,35
1993,0,3029,16
1994,8,3059,70
1995,5,2714,26
1996,1,2942,27
1997,0,2865,13
1998,4,2919,27
1999,1,3018,27
2000,2,2790,51
2001,2,3217,18
2002,5,2894,41
2003,5,3090,25
2004,5,2701,44
2005,4,2959,33
2006,9,2958,64
2007,0,2937,15
2008,3,2773,37
2009,1,3139,20
2010,0,3145,17
2011,5,3049,30
2012,9,2747,78
2013,3,2875,36
2014,0,3253,14
2015,0,3247,2
2016,3,2950,25
2016
2017,19,2595,107
2018,0,2875,22
2019,3,2790,30
2020,3,2649,44
2021,8,2617,85
2022,6,2622,61
2023,8,2686,71
2024,2,2501,41
2025,5,2745,68
2026,5,2743,41
2027,3,2734,59
2028,5,2762,40
2029,0,2573,43
2030,7,2639,62
2031,4,2506,44
2032,4,2507,48
2033,2,2701,24
2034,11,2744,82
2035,1,2450,24
2036,12,2440,97
2037,5,2716,44
2038,9,2833,87
2039,3,2663,29
2040,4,2596,37
2041,11,2573,78
2042,6,2571,46
2043,5,2415,35
2044,4,2827,56
2045,7,2392,63
2046,3,2791,35
