year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,955,10,-71,1
1988,863,9,-96,0
1989,837,9,-70,0
1990,941,10,-219,0
1991,833,10,-261,0
1992,851,10,-10,0
1993,947,11,-300,0
1994,747,9,-143,3
1995,944,10,-60,0
1996,739,9,-345,3
1997,865,9,-201,0
1998,804,9,-73,1
1999,890,10,-345,0
2000,944,9,-163,0
2001,828,9,-113,2
2002,785,9,-106,3
2003,897,10,-99,1
2004,826,10,-67,1
2005,783,9,20,2
2006,744,9,-105,0
2007,831,10,-92,0
2008,815,10,-111,2
2009,892,11,-43,1
2010,1019,10,-30,1
2011,766,9,-105,0
2012,882,9,-164,0
2013,909,10,-140,0
2014,924,10,-91,0
2015,836,10,-60,4
2016,848,11,-86,0
2016
2017,991,12,-55,0
2018,1011,11,-119,0
2019,1016,11,-126,0
2020,1071,11,-186,0
2021,962,10,-223,4
2022,951,11,-67,2
2023,995,11,-294,0
2024,943,10,-347,0
2025,963,10,-22,0
2026,973,10,-194,0
2027,903,11,-238,0
2028,967,11,-121,0
2029,921,11,-319,0
2030,917,10,-267,0
2031,912,11,-110,0
2032,1077,10,-55,0
2033,923,10,-115,1
2034,977,10,-108,0
2035,957,10,-35,0
2036,881,10,-12,1
2037,968,9,-106,0
2038,1033,11,-104,2
2039,1067,11,-105,0
2040,927,10,12,0
2041,970,11,-169,0
2042,1024,10,-50,0
2043,955,11,-135,0
2044,1043,10,77,2
2045,980,10,-120,0
2046,910,10,-95,0
