year,A1,A2,A3
,label A1,label A2,label A3
1987,0,2556,3
1988,0,2458,7
1989,0,2566,6
1990,2,2539,8
1991,0,2681,3
1992,0,2493,3
1993,0,2587,2
1994,0,2748,0
1995,2,2477,14
1996,0,2731,2
1997,0,2627,6
1998,0,2599,7
1999,0,2760,5
2000,0,2689,2
2001,0,2581,4
2002,0,2835,3
2003,0,2710,7
2004,0,2755,0
2005,0,2658,1
2006,0,2631,0
2007,0,2575,0
2008,1,2642,7
2009,0,2601,3
2010,0,2720,6
2011,0,2578,0
2012,0,2670,5
2013,0,2479,1
2014,1,2669,9
2015,0,2747,1
2016,0,2657,1
2016
2017,0,2459,2
2018,0,2342,8
2019,0,2501,4
2020,3,2394,15
2021,0,2397,5
2022,1,2481,6
2023,0,2375,1
2024,0,2422,1
2025,0,2386,10
2026,0,2400,3
2027,0,2609,10
2028,0,2379,3
2029,0,2506,8
2030,1,2394,10
2031,1,2407,10
2032,0,2359,10
2033,1,2540,9
2034,0,2368,7
2035,0,2456,3
2036,0,2325,2
2037,0,2404,3
2038,2,2418,18
2039,1,2286,6
2040,0,2468,4
2041,0,2379,3
2042,0,2340,6
2043,1,2367,8
2044,3,2377,25
2045,1,2360,13
2046,0,2408,2
