year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1292,10,-205,9
1988,1475,9,-276,4
1989,1214,8,-225,0
1990,1510,9,-353,7
1991,1668,11,-360,4
1992,1383,8,-289,0
1993,1323,7,-415,9
1994,1347,9,-405,4
1995,1373,10,-298,8
1996,1737,8,-620,3
1997,1705,9,-386,4
1998,1522,9,-257,2
1999,1480,11,-341,3
2000,1476,9,-460,4
2001,1118,8,-207,12
2002,1553,9,-286,2
2003,1420,8,-176,4
2004,1690,10,-281,4
2005,1274,8,-315,8
2006,1071,7,-272,8
2007,1460,8,-320,12
2008,1375,8,-367,5
2009,1524,10,-366,0
2010,1610,8,-332,5
2011,1470,8,-369,2
2012,1449,9,-424,9
2013,1641,9,-314,0
2014,1460,10,-321,8
2015,1243,6,-279,11
2016,1369,10,-247,5
2016
2017,1447,10,-403,4
2018,1642,12,-373,6
2019,1532,10,-273,5
2020,1419,7,-391,7
2021,1604,9,-388,0
2022,1595,11,-356,1
2023,1284,10,-396,8
2024,1504,11,-456,5
2025,1429,9,-191,2
2026,1494,10,-612,2
2027,1594,10,-520,2
2028,1857,11,-336,1
2029,1709,11,-466,1
2030,1751,10,-395,3
2031,1648,8,-363,3
2032,1903,10,-401,0
2033,1697,10,-404,4
2034,1209,11,-280,6
2035,1328,11,-282,7
2036,1389,10,-350,4
2037,1678,11,-472,6
2038,1539,11,-369,3
2039,1495,10,-399,0
2040,1455,9,-326,6
2041,1541,9,-300,6
2042,1420,11,-379,4
2043,1342,9,-208,0
2044,1533,11,-364,4
2045,1373,11,-369,9
2046,1614,11,-325,3
