year,A1,A2,A3
,label A1,label A2,label A3
1987,6,2635,49
1988,1,2658,45
1989,2,2750,16
1990,4,2616,41
1991,3,2442,29
1992,10,2592,76
1993,2,2696,45
1994,5,2527,60
1995,0,2800,31
1996,2,2680,41
1997,5,2536,54
1998,6,2512,48
1999,3,2683,31
2000,2,2706,39
2001,4,2693,42
2002,4,2556,39
2003,9,2479,83
2004,4,2513,57
2005,3,2534,30
2006,0,2583,20
2007,2,2809,31
2008,3,2724,50
2009,0,2642,14
2010,4,2751,32
2011,7,2481,55
2012,5,2566,58
2013,8,2648,65
2014,3,2467,39
2015,3,2642,39
2016,4,2602,45
2016
2017,1,2319,38
2018,2,2538,64
2019,2,2496,52
2020,10,2311,95
2021,1,2272,47
2022,9,2476,74
2023,3,2238,67
2024,2,2638,64
2025,4,2187,47
2026,2,2249,41
2027,6,2657,97
2028,6,2283,55
2029,5,2314,68
2030,2,2308,56
2031,9,2614,90
2032,4,2257,45
2033,6,2358,102
2034,2,2466,69
2035,4,2465,60
2036,6,2487,52
2037,12,2132,78
2038,11,2363,107
2039,15,2280,115
2040,16,2472,113
2041,7,2365,93
2042,2,2419,40
2043,7,2290,77
2044,7,2422,67
2045,2,2356,44
2046,1,2344,54
