year,A1,A2,A3
,label A1,label A2,label A3
1987,68,2086,629
1988,80,2104,621
1989,99,1805,842
1990,87,1972,695
1991,114,1819,882
1992,70,1902,651
1993,75,2035,597
1994,99,2003,845
1995,80,2258,616
1996,78,2083,623
1997,65,1647,644
1998,82,2114,631
1999,99,1944,834
2000,71,2078,673
2001,94,1925,702
2002,83,2006,648
2003,71,1995,655
2004,68,1935,545
2005,83,1713,789
2006,79,1893,760
2007,82,2011,672
2008,86,1916,772
2009,75,1968,642
2010,60,1918,478
2011,59,2003,492
2012,95,1859,807
2013,88,2018,712
2014,81,2063,642
2015,84,2061,668
2016,58,2033,492
2016
2017,109,1788,840
2018,113,1816,923
2019,100,1626,939
2020,104,1602,818
2021,98,1952,775
2022,106,1786,880
2023,117,1828,986
2024,100,1886,777
2025,75,1854,706
2026,119,1805,921
2027,122,1923,1111
2028,74,1772,743
2029,92,1737,716
2030,116,1772,1059
2031,100,1701,899
2032,95,2151,753
2033,131,1779,1136
2034,93,1851,819
2035,95,1793,782
2036,115,1850,1008
2037,111,1692,937
2038,90,1771,832
2039,106,1856,933
2040,97,2010,771
2041,115,1792,1019
2042,103,1475,798
2043,90,2056,731
2044,113,1745,871
2045,104,1764,975
2046,104,1627,835
