year,A1,A2,A3
,label A1,label A2,label A3
1987,91,2147,733
1988,91,2098,662
1989,70,2015,520
1990,68,2188,540
1991,77,2028,667
1992,107,1785,788
1993,78,2182,567
1994,96,1869,766
1995,80,2075,560
1996,95,1980,738
1997,70,2012,640
1998,83,2043,618
1999,98,1990,742
2000,90,1950,700
2001,92,1977,672
2002,89,2000,672
2003,82,1903,596
2004,77,1802,585
2005,83,2024,610
2006,69,2141,581
2007,90,1988,662
2008,59,1816,595
2009,88,2186,677
2010,89,2021,685
2011,67,2010,525
2012,93,2001,698
2013,62,1876,538
2014,87,2144,621
2015,75,1917,635
2016,77,1918,612
2016
2017,103,1904,847
2018,110,1895,757
2019,101,1836,884
2020,93,1808,797
2021,99,1863,793
2022,111,1773,835
2023,102,1753,819
2024,82,1950,760
2025,121,1889,842
2026,119,1654,1002
2027,93,2027,764
2028,91,1701,700
2029,110,1830,935
2030,78,1808,622
2031,100,1595,817
2032,102,1795,853
2033,100,1959,750
2034,96,1947,703
2035,115,1684,885
2036,117,1604,950
2037,90,1778,766
2038,97,1746,801
2039,102,2044,845
2040,94,1706,761
2041,99,1786,768
2042,104,1662,886
2043,95,1639,798
2044,81,1985,660
2045,92,1920,665
2046,93,1747,803
