year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1912,12,-607,1
1988,1681,11,-668,2
1989,1954,10,-695,6
1990,1917,11,-800,2
1991,1915,11,-698,3
1992,1796,11,-625,1
1993,1741,10,-665,3
1994,2001,13,-665,7
1995,1783,12,-551,1
1996,2054,12,-756,0
1997,1923,12,-793,2
1998,1984,12,-722,2
1999,2033,12,-654,1
2000,1816,10,-604,0
2001,1825,12,-673,2
2002,1905,11,-784,3
2003,1863,11,-658,3
2004,1981,12,-717,0
2005,1917,11,-624,4
2006,1809,11,-632,2
2007,1823,11,-722,0
2008,1700,12,-478,4
2009,2109,12,-810,0
2010,1825,13,-630,6
2011,2018,11,-677,3
2012,2026,12,-709,4
2013,1713,11,-595,3
2014,1894,12,-647,1
2015,1705,11,-610,4
2016,1958,12,-712,0
2016
2017,2060,12,-693,0
2018,2094,12,-709,0
2019,2054,13,-735,1
2020,2153,12,-736,0
2021,2034,12,-778,0
2022,1840,11,-596,5
2023,2022,12,-689,2
2024,2158,14,-760,4
2025,2170,10,-752,1
2026,1867,12,-811,8
2027,2181,12,-726,0
2028,2069,13,-781,3
2029,1918,12,-721,2
2030,2231,13,-718,0
2031,2078,13,-787,2
2032,2013,10,-610,0
2033,2230,11,-850,5
2034,1909,13,-713,3
2035,2081,13,-789,1
2036,1932,12,-733,5
2037,2094,12,-803,4
2038,2137,12,-665,0
2039,1980,13,-645,1
2040,2119,12,-744,2
2041,2141,11,-725,2
2042,1980,12,-763,1
2043,1783,10,-701,4
2044,1979,12,-663,6
2045,1952,10,-746,1
2046,2129,13,-743,0
