year,A1,A2,A3
,label A1,label A2,label A3
1987,4,2612,47
1988,26,2613,160
1989,3,2576,32
1990,6,2644,47
1991,5,2686,44
1992,7,2703,62
1993,7,2857,86
1994,5,2660,73
1995,5,2929,45
1996,6,2733,58
1997,12,2773,104
1998,20,2676,134
1999,7,2486,78
2000,6,2589,58
2001,9,2353,59
2002,5,2771,63
2003,6,2905,63
2004,14,2837,97
2005,11,2852,70
2006,21,2531,140
2007,11,2890,84
2008,8,2654,68
2009,4,2698,41
2010,12,2542,92
2011,5,2700,37
2012,1,2565,39
2013,19,2457,149
2014,18,2877,119
2015,4,2560,31
2016,2,2861,27
2016
2017,29,2248,182
2018,21,2274,157
2019,21,2413,111
2020,3,2291,36
2021,8,2423,107
2022,7,2625,63
2023,9,2489,116
2024,24,2355,199
2025,5,2358,56
2026,6,2357,69
2027,3,2347,56
2028,23,2424,144
2029,12,2281,127
2030,12,2379,127
2031,12,2465,91
2032,21,2345,153
2033,16,2458,108
2034,9,2463,87
2035,20,2313,155
2036,12,2406,110
2037,18,2382,145
2038,12,2514,97
2039,7,2495,70
2040,22,2140,171
2041,23,2419,131
2042,4,2417,55
2043,6,2312,78
2044,6,2501,62
2045,8,2270,64
2046,14,2355,111
