year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1948,9,-619,6
1988,2180,13,-765,5
1989,2040,10,-768,3
1990,2168,12,-801,4
1991,1923,9,-807,1
1992,1845,12,-767,3
1993,2034,12,-738,0
1994,1911,10,-696,1
1995,1644,9,-668,0
1996,2125,13,-776,0
1997,2051,11,-801,1
1998,1860,12,-714,6
1999,1995,9,-787,4
2000,1742,9,-783,5
2001,1905,10,-663,0
2002,1972,10,-770,6
2003,2334,13,-785,1
2004,1901,10,-746,0
2005,2022,12,-743,5
2006,2021,12,-702,0
2007,1863,10,-627,0
2008,2102,11,-724,1
2009,1878,10,-731,0
2010,2028,12,-713,2
2011,2102,10,-746,0
2012,1983,11,-763,5
2013,1749,9,-669,8
2014,1848,11,-659,4
2015,1720,12,-682,8
2016,2183,11,-739,1
2016
2017,2307,12,-710,0
2018,2110,13,-767,2
2019,2131,12,-755,0
2020,2223,13,-795,1
2021,2022,12,-659,6
2022,2349,15,-846,0
2023,2361,13,-818,0
2024,2106,12,-795,7
2025,2278,12,-836,0
2026,1810,12,-573,2
2027,2016,11,-881,6
2028,2364,14,-758,0
2029,2384,13,-860,0
2030,2293,12,-784,1
2031,2334,11,-781,0
2032,2221,12,-765,0
2033,2116,15,-738,5
2034,2289,12,-767,1
2035,2382,12,-847,0
2036,2092,12,-682,4
2037,2350,11,-815,0
2038,2232,11,-747,0
2039,2330,11,-762,0
2040,2281,13,-706,0
2041,2134,13,-671,0
2042,2231,12,-859,1
2043,2401,13,-792,1
2044,1979,9,-803,4
2045,2121,12,-807,3
2046,2468,14,-825,2
