year,A1,A2,A3
,label A1,label A2,label A3
1987,5,3006,51
1988,9,3124,82
1989,19,3026,126
1990,8,2991,56
1991,11,3016,105
1992,27,3219,158
1993,4,3193,62
1994,7,3000,74
1995,1,3405,17
1996,5,3110,62
1997,28,2908,187
1998,9,3166,79
1999,10,3430,100
2000,14,3184,113
2001,12,3192,81
2002,0,3203,18
2003,4,3355,34
2004,14,3315,100
2005,7,3108,77
2006,5,3344,65
2007,6,3347,76
2008,10,3289,89
2009,7,2901,70
2010,8,3047,72
2011,5,3236,57
2012,11,3275,67
2013,18,3639,124
2014,12,3200,97
2015,11,3077,84
2016,13,3488,114
2016
2017,6,2670,59
2018,6,3106,60
2019,27,2976,168
2020,28,2824,148
2021,23,2892,177
2022,16,2878,126
2023,20,2663,161
2024,17,2968,150
2025,17,3128,129
2026,13,2808,131
2027,22,3035,167
2028,12,2876,93
2029,13,2973,126
2030,12,2725,110
2031,16,2712,113
2032,5,3011,81
2033,21,2728,134
2034,11,2867,91
2035,14,2821,120
2036,16,2914,112
2037,11,3082,96
2038,13,2925,119
2039,26,3083,138
2040,1,2876,17
2041,28,2973,176
2042,10,3105,71
2043,10,2862,85
2044,15,2901,123
2045,8,2763,66
2046,8,2871,68
