year,V1,V2,V3,V9
,label V1-EMU,label V2-EMU,label V3,label V9-EMU
1987,947,4,-170,14
1988,931,5,-151,4
1989,756,5,-241,12
1990,709,3,-143,12
1991,649,4,-75,11
1992,792,2,-167,10
1993,1123,6,-276,6
1994,840,4,-308,9
1995,784,7,-253,12
1996,559,1,-209,8
1997,707,4,-244,4
1998,713,4,-132,13
1999,674,3,-125,4
2000,955,4,-222,7
2001,830,4,-148,8
2002,756,6,-115,9
2003,542,5,-90,13
2004,713,5,51,12
2005,535,6,-171,9
2006,930,6,-135,6
2007,508,3,-244,8
2008,590,2,-49,3
2009,640,2,-154,8
2010,562,5,-221,20
2011,785,5,-171,6
2012,592,3,-139,10
2013,944,5,-243,2
2014,730,7,-257,11
2015,729,5,-146,5
2016,684,4,-207,20
2016
2017,751,6,-151,1
2018,881,7,-139,7
2019,780,8,-133,9
2020,725,7,-152,3
2021,824,7,-200,1
2022,773,6,-124,3
2023,753,6,-327,6
2024,672,8,-186,4
2025,833,6,-171,1
2026,907,8,-174,4
2027,740,7,-238,4
2028,773,6,-3,0
2029,942,9,-356,2
2030,747,7,-209,2
2031,956,8,-140,5
2032,987,7,-187,3
2033,1005,9,-240,6
2034,681,6,-197,2
2035,1034,7,-217,2
2036,987,8,-165,0
2037,1019,6,-179,9
2038,919,6,-172,1
2039,898,8,-188,0
2040,955,6,-159,1
2041,1174,8,-243,1
2042,717,4,-15,4
2043,753,3,-163,5
2044,783,6,-203,3
2045,909,6,-199,2
2046,676,5,-161,1
