year,A1,A2,A3
,label A1,label A2,label A3
1987,10,3709,76
1988,12,3980,94
1989,8,3918,63
1990,12,3784,82
1991,5,3895,60
1992,4,4186,49
1993,8,3570,78
1994,19,4033,143
1995,9,3850,73
1996,9,3760,76
1997,6,3998,68
1998,17,3606,138
1999,13,3921,110
2000,4,3801,57
2001,4,4403,51
2002,10,3759,69
2003,5,3868,54
2004,3,4153,44
2005,5,3876,43
2006,8,3983,85
2007,15,3850,108
2008,13,3700,100
2009,10,3960,95
2010,16,3977,123
2011,3,4134,42
2012,4,3912,62
2013,4,3911,48
2014,7,4119,60
2015,13,3593,99
2016,12,3887,75
2016
2017,16,3463,125
2018,13,3453,110
2019,12,3790,80
2020,22,3744,173
2021,5,3415,57
2022,7,3633,58
2023,15,3391,162
2024,12,3758,83
2025,27,3580,155
2026,4,3418,91
2027,7,3563,61
2028,17,3358,117
2029,20,3525,134
2030,17,3608,164
2031,23,3554,161
2032,13,3206,98
2033,8,3601,75
2034,22,3614,156
2035,7,3729,65
2036,4,3500,57
2037,11,3352,117
2038,21,3278,130
2039,15,3282,108
2040,9,3301,87
2041,3,3383,36
2042,27,3172,164
2043,24,3632,144
2044,16,3570,99
2045,30,3616,196
2046,11,3205,106
