year,A1,A2,A3
,label A1,label A2,label A3
1987,81,1627,529
1988,67,1668,445
1989,69,1757,457
1990,56,1614,381
1991,44,1957,399
1992,64,1849,384
1993,86,1653,565
1994,82,1668,573
1995,78,1671,464
1996,54,1793,408
1997,57,1898,434
1998,66,1881,430
1999,73,1625,549
2000,66,1648,550
2001,67,1672,405
2002,67,1876,488
2003,78,1628,527
2004,59,1838,405
2005,75,1631,513
2006,58,1699,416
2007,73,1599,532
2008,80,1706,563
2009,77,1731,496
2010,63,1587,405
2011,71,1924,498
2012,52,1771,362
2013,71,1751,488
2014,60,1632,430
2015,63,1760,515
2016,53,1720,368
2016
2017,77,1422,555
2018,101,1587,662
2019,77,1629,581
2020,102,1531,685
2021,83,1525,635
2022,90,1605,598
2023,72,1376,518
2024,61,1465,513
2025,93,1677,607
2026,81,1581,605
2027,90,1769,658
2028,87,1409,585
2029,95,1413,733
2030,79,1671,628
2031,108,1518,685
2032,109,1622,711
2033,92,1614,675
2034,105,1624,687
2035,93,1824,672
2036,97,1592,716
2037,112,1707,799
2038,85,1508,593
2039,103,1649,763
2040,95,1544,647
2041,72,1478,570
2042,89,1403,621
2043,94,1403,600
2044,81,1641,604
2045,100,1661,653
2046,81,1705,552
