year,A1,A2,A3
,label A1,label A2,label A3
1987,0,4033,6
1988,0,3855,2
1989,0,3875,18
1990,0,4150,9
1991,1,4044,15
1992,0,4072,19
1993,1,3916,16
1994,1,3724,27
1995,0,3799,3
1996,0,4000,2
1997,0,3973,5
1998,0,3887,0
1999,6,3991,47
2000,0,3708,6
2001,4,3906,45
2002,0,3705,24
2003,0,3753,2
2004,5,3932,25
2005,1,4011,18
2006,0,3721,6
2007,9,4042,71
2008,2,3731,23
2009,0,3784,14
2010,0,4023,8
2011,9,3959,62
2012,0,3887,33
2013,3,3987,36
2014,1,3898,28
2015,0,4123,18
2016,0,3723,0
2016
2017,3,3581,54
2018,1,3161,37
2019,0,3453,19
2020,0,3642,26
2021,4,3540,71
2022,3,3489,38
2023,11,3614,96
2024,1,3483,24
2025,5,3525,49
2026,11,3375,102
2027,0,3595,15
2028,9,3627,92
2029,11,3668,105
2030,4,3646,41
2031,10,3360,98
2032,2,3611,33
2033,5,3583,38
2034,2,3953,23
2035,2,3542,22
2036,8,3477,68
2037,1,3520,49
2038,6,3515,59
2039,10,3342,73
2040,5,3562,73
2041,1,3544,14
2042,3,3417,34
2043,7,3562,59
2044,5,3605,62
2045,2,3817,38
2046,2,3316,15
