year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,728,6,0,4
1988,565,6,-101,20
1989,537,6,-30,18
1990,385,8,71,25
1991,600,7,66,14
1992,541,5,-193,18
1993,581,3,-101,4
1994,699,6,-72,15
1995,481,6,-171,18
1996,561,7,-19,17
1997,449,4,-3,9
1998,480,6,-42,10
1999,725,8,-220,15
2000,665,5,-192,7
2001,740,7,-205,19
2002,744,5,136,15
2003,698,6,-40,5
2004,855,6,-12,8
2005,798,7,-81,3
2006,545,5,-321,13
2007,722,6,-78,15
2008,658,6,-160,11
2009,692,6,45,6
2010,657,6,-61,8
2011,749,6,-130,15
2012,1101,9,-251,4
2013,574,5,-144,32
2014,587,8,18,13
2015,821,7,-84,8
2016,610,5,100,2
2016
2017,926,8,-225,18
2018,1197,8,-251,11
2019,951,7,-112,2
2020,907,6,-157,14
2021,1248,8,-368,7
2022,1104,10,-183,8
2023,1119,7,-218,16
2024,1046,7,-401,9
2025,1115,6,-256,5
2026,1105,8,-245,14
2027,884,7,-366,14
2028,1120,7,-113,14
2029,1145,10,-260,18
2030,834,8,-142,20
2031,1309,9,-313,7
2032,884,6,-182,16
2033,1016,10,-114,10
2034,731,7,-167,24
2035,872,8,-140,13
2036,1155,8,4,1
2037,870,6,-199,18
2038,1252,8,-242,13
2039,1120,6,-264,8
2040,1190,10,-61,11
2041,978,10,-189,12
2042,1090,9,-131,15
2043,985,7,-79,19
2044,1044,7,-290,6
2045,1060,9,-152,11
2046,1068,7,-194,5
