year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1444,9,-83,0
1988,1314,8,-131,8
1989,1442,12,-24,2
1990,1449,9,-288,2
1991,1237,10,-178,6
1992,1350,10,-191,3
1993,1672,11,-344,3
1994,1394,11,-172,2
1995,1375,12,-16,1
1996,1376,9,-300,3
1997,969,10,-201,11
1998,1481,9,-231,9
1999,1444,9,-475,2
2000,1395,9,-269,1
2001,1621,9,-187,0
2002,1444,11,-217,8
2003,1382,11,-165,8
2004,1310,10,-208,10
2005,1587,11,-194,4
2006,1233,9,-162,7
2007,1304,11,-130,4
2008,1429,11,-300,3
2009,1590,10,-266,2
2010,1355,8,-213,1
2011,1189,11,-150,7
2012,1409,10,-242,2
2013,1514,10,-263,4
2014,1485,11,-217,2
2015,1526,10,-237,0
2016,1454,10,-346,1
2016
2017,1695,11,-303,2
2018,1631,10,-355,3
2019,1268,10,-230,5
2020,1630,12,-269,2
2021,1529,10,-312,3
2022,1704,12,-210,6
2023,1684,10,-441,7
2024,1870,10,-513,5
2025,1702,12,-247,2
2026,1923,12,-486,0
2027,1533,9,-266,1
2028,1824,11,-342,0
2029,1556,11,-451,3
2030,1272,9,-161,1
2031,1367,11,-331,10
2032,1544,11,-344,1
2033,1653,12,-234,4
2034,1766,12,-201,0
2035,1766,11,-280,2
2036,1602,10,-242,1
2037,1940,12,-377,1
2038,1635,10,-363,1
2039,1450,10,-171,0
2040,1735,8,-342,3
2041,1779,11,-320,9
2042,1797,12,-182,0
2043,1823,11,-369,3
2044,1583,10,-319,0
2045,1614,12,-330,1
2046,1599,10,-341,6
