year,A1,A2,A3
,label A1,label A2,label A3
1987,0,2758,1
1988,0,2676,2
1989,0,2831,2
1990,1,2763,4
1991,0,2907,1
1992,0,2923,6
1993,0,3022,2
1994,0,2768,4
1995,0,2847,2
1996,0,2800,5
1997,0,2760,11
1998,0,2833,0
1999,2,2844,20
2000,0,2913,0
2001,0,2766,0
2002,0,2759,5
2003,0,3009,2
2004,0,2764,9
2005,0,2924,3
2006,0,2825,1
2007,0,2741,1
2008,0,2867,5
2009,0,2887,5
2010,1,2837,9
2011,0,2802,0
2012,0,2899,1
2013,0,2908,0
2014,0,2819,7
2015,0,2776,3
2016,0,2852,0
2016
2017,1,2673,21
2018,3,2654,15
2019,0,2608,8
2020,0,2439,2
2021,1,2625,16
2022,1,2601,8
2023,0,2331,2
2024,0,2621,5
2025,0,2515,0
2026,0,2665,6
2027,0,2715,4
2028,1,2507,16
2029,0,2521,2
2030,0,2593,5
2031,0,2575,8
2032,0,2817,5
2033,1,2601,6
2034,0,2530,2
2035,0,2576,1
2036,1,2671,5
2037,0,2651,5
2038,0,2584,0
2039,1,2589,5
2040,1,2575,10
2041,0,2616,2
2042,0,2728,5
2043,0,2574,1
2044,1,2615,6
2045,0,2524,5
2046,0,2500,4
