year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,735,8,-16,2
1988,892,10,72,0
1989,794,9,-70,2
1990,811,9,67,0
1991,643,8,-71,4
1992,677,7,83,2
1993,677,8,-110,1
1994,769,9,-21,1
1995,746,10,76,2
1996,732,9,-193,2
1997,846,9,-130,1
1998,658,8,26,7
1999,852,9,-287,2
2000,652,9,-32,6
2001,716,10,2,4
2002,724,8,-31,3
2003,741,9,-53,2
2004,743,9,-51,1
2005,768,8,-14,8
2006,713,10,30,3
2007,776,9,178,4
2008,835,8,-11,2
2009,737,9,20,6
2010,940,10,-8,1
2011,742,10,-55,2
2012,632,9,-56,7
2013,714,8,-42,6
2014,859,9,-34,1
2015,768,8,-142,2
2016,626,8,40,3
2016
2017,967,11,-55,4
2018,813,8,26,5
2019,875,9,151,0
2020,677,8,-19,1
2021,900,10,-177,0
2022,837,10,23,0
2023,954,9,-171,0
2024,748,9,-143,4
2025,880,10,18,0
2026,1064,11,-205,0
2027,862,10,-259,1
2028,844,9,80,2
2029,966,11,-164,2
2030,876,9,-72,0
2031,912,9,-79,3
2032,804,10,15,0
2033,856,9,-82,3
2034,854,9,19,0
2035,855,10,123,0
2036,818,10,-13,4
2037,863,10,20,1
2038,847,10,68,5
2039,827,9,100,0
2040,895,9,73,1
2041,793,8,97,1
2042,858,10,-53,6
2043,907,10,-79,1
2044,939,10,27,0
2045,881,9,-16,3
2046,927,10,22,0
