year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1550,10,-564,5
1988,1882,11,-578,3
1989,1829,10,-663,0
1990,1673,10,-538,2
1991,1463,8,-629,1
1992,1698,11,-542,1
1993,1635,12,-727,10
1994,1832,11,-707,1
1995,1826,9,-626,2
1996,1498,10,-631,9
1997,1658,10,-566,5
1998,1907,11,-644,1
1999,1714,11,-662,0
2000,1661,11,-676,6
2001,1797,9,-548,0
2002,1564,9,-606,9
2003,1625,9,-639,8
2004,1600,10,-664,4
2005,1792,12,-506,0
2006,1729,10,-549,8
2007,1736,10,-593,4
2008,1894,13,-721,4
2009,1777,9,-672,3
2010,1615,11,-537,6
2011,1665,10,-601,10
2012,1913,11,-674,5
2013,1576,10,-582,3
2014,1805,12,-620,6
2015,1598,10,-587,1
2016,1741,11,-643,3
2016
2017,2086,11,-708,0
2018,1824,8,-693,3
2019,2204,10,-748,0
2020,2001,12,-653,2
2021,1859,11,-806,2
2022,2039,12,-739,3
2023,2004,13,-740,3
2024,2116,12,-791,0
2025,2091,12,-736,2
2026,2179,11,-649,0
2027,1950,12,-671,1
2028,2157,12,-790,0
2029,1919,12,-719,1
2030,2039,11,-815,0
2031,1869,15,-625,8
2032,1939,12,-652,1
2033,2202,12,-779,7
2034,2137,11,-792,1
2035,2065,15,-606,1
2036,1997,14,-654,0
2037,1853,11,-618,2
2038,2101,11,-699,7
2039,1916,13,-692,4
2040,1888,10,-666,4
2041,1822,13,-659,7
2042,2249,12,-711,3
2043,2082,12,-687,3
2044,1934,13,-737,1
2045,1954,12,-580,0
2046,2356,13,-790,1
