year,A1,A2,A3
,label A1,label A2,label A3
1987,7,2294,57
1988,2,2479,42
1989,2,2309,40
1990,0,2494,18
1991,3,2369,39
1992,1,2516,27
1993,1,2520,49
1994,3,2261,32
1995,5,2319,52
1996,1,2404,20
1997,2,2438,28
1998,7,2411,55
1999,0,2495,18
2000,5,2317,74
2001,1,2564,21
2002,2,2413,31
2003,1,2429,16
2004,0,2505,13
2005,6,2393,53
2006,2,2273,27
2007,4,2333,49
2008,2,2404,41
2009,8,2443,54
2010,11,2248,58
2011,3,2461,56
2012,0,2608,33
2013,5,2648,53
2014,2,2160,16
2015,0,2320,10
2016,0,2349,29
2016
2017,7,2263,57
2018,2,2450,42
2019,2,2245,40
2020,0,2463,18
2021,3,2318,39
2022,1,2448,27
2023,1,2471,49
2024,3,2225,32
2025,5,2270,52
2026,1,2348,20
2027,2,2385,28
2028,7,2351,55
2029,0,2423,18
2030,5,2308,74
2031,1,2532,21
2032,2,2388,31
2033,1,2402,16
2034,0,2451,13
2035,6,2355,53
2036,2,2230,27
2037,4,2308,49
2038,2,2358,41
2039,8,2408,54
2040,11,2196,58
2041,3,2414,56
2042,0,2568,33
2043,5,2606,53
2044,2,2144,16
2045,0,2300,10
2046,0,2289,29
