year,A1,A2,A3
,label A1,label A2,label A3
1987,78,2250,532
1988,90,1763,613
1989,80,2406,586
1990,80,2053,523
1991,91,2165,638
1992,88,2100,593
1993,91,2338,679
1994,83,2412,627
1995,107,2427,745
1996,89,2150,654
1997,90,2140,663
1998,97,2345,630
1999,81,2283,595
2000,68,2132,579
2001,100,2297,646
2002,82,2388,502
2003,88,2182,612
2004,90,2111,619
2005,90,2334,642
2006,83,2248,619
2007,95,2179,681
2008,82,2407,656
2009,85,2108,548
2010,95,2000,639
2011,71,2249,488
2012,89,2323,665
2013,94,2082,687
2014,100,2471,650
2015,80,2456,506
2016,67,2426,499
2016
2017,87,2166,590
2018,78,2193,569
2019,101,2097,706
2020,121,2207,823
2021,95,2070,810
2022,102,2109,672
2023,84,1930,782
2024,89,1870,669
2025,100,2222,713
2026,89,2072,718
2027,85,1913,675
2028,112,1929,849
2029,101,2205,858
2030,118,1931,980
2031,105,1870,817
2032,93,1993,751
2033,97,1988,725
2034,93,2114,670
2035,117,2225,907
2036,112,2105,856
2037,109,1860,703
2038,110,2055,852
2039,85,2014,575
2040,94,2220,662
2041,108,2077,872
2042,116,1936,786
2043,105,1944,732
2044,92,2024,633
2045,103,2000,726
2046,105,1899,935
