year,A1,A2,A3
,label A1,label A2,label A3
1987,106,1881,888
1988,77,1813,658
1989,89,1952,722
1990,86,1836,634
1991,85,1933,720
1992,100,1945,713
1993,77,1969,643
1994,85,1910,684
1995,78,2076,605
1996,89,1919,740
1997,70,1958,609
1998,108,1907,847
1999,90,2178,771
2000,81,1754,647
2001,74,1767,625
2002,96,1794,737
2003,84,1875,669
2004,87,1917,732
2005,106,1725,802
2006,83,1968,644
2007,93,1696,796
2008,96,1965,719
2009,93,1927,717
2010,105,1935,786
2011,94,1728,765
2012,92,1669,734
2013,71,1905,568
2014,106,1740,827
2015,80,1993,642
2016,76,1936,705
2016
2017,119,1669,1034
2018,105,1822,857
2019,105,1670,932
2020,120,1694,958
2021,113,1635,1017
2022,107,1717,861
2023,99,1736,766
2024,111,1888,914
2025,99,1787,824
2026,124,1641,1192
2027,92,1770,833
2028,107,1828,860
2029,94,1759,852
2030,110,1850,965
2031,102,1728,816
2032,85,1923,707
2033,114,1675,931
2034,123,1544,1045
2035,105,1726,857
2036,93,1741,747
2037,108,1471,1008
2038,119,1819,995
2039,105,1773,989
2040,100,1786,832
2041,123,1669,987
2042,96,1764,775
2043,115,1707,943
2044,105,1776,877
2045,120,1833,1018
2046,103,1532,932
