year,A1,A2,A3
,label A1,label A2,label A3
1987,123,930,922
1988,136,1052,935
1989,123,1190,850
1990,131,970,890
1991,99,881,766
1992,115,1077,829
1993,125,960,1058
1994,145,925,1130
1995,131,912,926
1996,124,804,989
1997,119,1204,805
1998,140,983,1013
1999,128,910,966
2000,145,975,1021
2001,118,904,932
2002,141,1040,1000
2003,134,1121,870
2004,131,988,890
2005,105,957,785
2006,115,900,728
2007,132,966,924
2008,146,968,1004
2009,121,995,789
2010,125,751,949
2011,125,934,884
2012,140,1003,921
2013,132,790,941
2014,126,1051,978
2015,116,1081,895
2016,118,1036,891
2016
2017,148,855,1114
2018,141,880,1055
2019,136,804,907
2020,122,863,923
2021,121,919,989
2022,153,845,1056
2023,123,812,954
2024,132,992,978
2025,121,853,925
2026,140,859,978
2027,138,740,1002
2028,140,962,1033
2029,135,796,975
2030,134,754,1088
2031,142,804,992
2032,136,682,949
2033,140,947,1057
2034,134,793,953
2035,153,836,1075
2036,128,963,860
2037,137,890,1002
2038,141,735,974
2039,132,808,1011
2040,144,700,1029
2041,139,753,918
2042,134,860,912
2043,147,866,1076
2044,120,905,940
2045,124,798,963
2046,136,704,1013
