year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1803,8,-632,0
1988,1662,10,-592,4
1989,1899,10,-631,0
1990,1865,12,-557,1
1991,1529,10,-542,2
1992,1688,10,-465,9
1993,1806,9,-552,0
1994,1776,12,-624,1
1995,1684,8,-675,8
1996,1575,9,-687,2
1997,1876,12,-654,1
1998,1784,11,-689,0
1999,1624,9,-738,4
2000,1830,12,-707,4
2001,1665,8,-503,0
2002,1642,9,-535,4
2003,1789,12,-600,1
2004,1723,9,-601,4
2005,1728,10,-540,7
2006,1520,8,-565,2
2007,1786,12,-641,6
2008,1607,10,-565,2
2009,1665,10,-633,9
2010,1859,9,-555,0
2011,1629,10,-541,4
2012,1588,10,-600,4
2013,1797,11,-579,9
2014,1697,10,-586,1
2015,1618,9,-474,0
2016,1661,10,-473,2
2016
2017,2240,14,-752,1
2018,1964,10,-670,1
2019,1785,11,-623,1
2020,1736,12,-637,3
2021,1905,11,-655,0
2022,2104,11,-597,0
2023,1707,12,-644,3
2024,2021,12,-750,1
2025,1733,12,-501,7
2026,2012,13,-634,7
2027,1964,11,-768,0
2028,1960,13,-562,14
2029,2011,14,-718,1
2030,1821,12,-611,0
2031,1909,12,-629,2
2032,2200,11,-611,0
2033,1924,10,-657,3
2034,1561,12,-551,7
2035,1814,12,-449,6
2036,2102,13,-640,2
2037,1913,14,-671,7
2038,1954,14,-587,4
2039,1984,11,-568,0
2040,1936,11,-630,6
2041,2028,10,-736,1
2042,2174,13,-587,0
2043,2195,14,-664,1
2044,1950,13,-660,0
2045,1739,12,-611,5
2046,2021,11,-713,1
