year,A1,A2,A3
,label A1,label A2,label A3
1987,7,3854,52
1988,5,3824,26
1989,5,3775,38
1990,3,3983,39
1991,7,3972,70
1992,9,3608,57
1993,0,4191,25
1994,3,3832,40
1995,8,3677,49
1996,1,3344,41
1997,6,4133,53
1998,0,3887,19
1999,9,3620,67
2000,1,3798,26
2001,3,4142,38
2002,2,3974,35
2003,1,3696,33
2004,7,3756,51
2005,4,3682,44
2006,8,3597,51
2007,20,3820,103
2008,1,3834,16
2009,3,3641,47
2010,15,4164,92
2011,3,4699,28
2012,4,3985,31
2013,8,3725,48
2014,6,3923,45
2015,5,3737,57
2016,7,4081,42
2016
2017,11,3266,76
2018,7,3551,57
2019,8,3326,62
2020,3,3791,36
2021,3,3351,44
2022,11,3753,72
2023,0,3680,52
2024,3,4035,40
2025,9,3508,57
2026,6,3605,72
2027,11,3563,98
2028,2,3677,20
2029,3,3438,59
2030,6,3899,42
2031,0,3556,11
2032,15,3321,116
2033,14,3418,77
2034,16,3741,105
2035,6,3445,46
2036,17,3803,126
2037,12,3709,93
2038,4,3678,36
2039,13,3371,89
2040,9,3203,73
2041,14,3732,92
2042,28,3417,152
2043,10,3600,59
2044,2,3247,29
2045,22,3650,119
2046,3,3710,35
