year,A1,A2,A3
,label A1,label A2,label A3
1987,9,4097,90
1988,3,3885,43
1989,1,4107,25
1990,1,4054,12
1991,0,3839,23
1992,14,3897,100
1993,2,4148,32
1994,5,4114,43
1995,5,4074,37
1996,10,3690,88
1997,6,4133,48
1998,7,4082,39
1999,8,3969,100
2000,1,4339,13
2001,8,3954,56
2002,5,4558,63
2003,2,3960,38
2004,0,4054,9
2005,3,4017,30
2006,1,4062,25
2007,7,3970,60
2008,6,3821,54
2009,1,4085,17
2010,1,3837,24
2011,0,3969,29
2012,0,4036,34
2013,3,3868,40
2014,1,3984,5
2015,3,4237,38
2016,1,4061,17
2016
2017,6,3719,73
2018,2,3699,42
2019,8,3527,60
2020,8,3664,63
2021,9,3519,97
2022,8,3467,53
2023,2,3592,60
2024,1,3703,43
2025,2,3879,22
2026,7,3464,80
2027,2,3686,36
2028,5,3635,37
2029,1,3720,46
2030,1,3574,51
2031,8,3440,61
2032,2,3599,39
2033,4,3593,47
2034,7,3608,99
2035,4,3719,76
2036,6,3750,56
2037,3,3755,56
2038,6,3550,66
2039,4,3549,44
2040,6,3692,60
2041,10,3454,73
2042,8,3704,70
2043,7,3594,77
2044,8,3616,77
2045,4,3768,52
2046,2,3714,27
