year,A1,A2,A3
,label A1,label A2,label A3
1987,21,64476,74
1988,23,885,100
1989,12,839,63
1990,18,646,84
1991,25,782,65
1992,8,1033,22
1993,16,1058,58
1994,29,1252,127
1995,20,1038,81
1996,13,744,105
1997,17,707,127
1998,18,731,84
1999,23,858,53
2000,12,962,28
2001,22,1046,48
2002,9,1182,52
2003,13,926,98
2004,15,676,94
2005,11,650,59
2006,9,693,48
2007,19,703,25
2008,8,1035,29
2009,12,850,62
2010,9,913,52
2011,20,953,108
2012,13,574,73
2013,29,533,118
2014,14,682,63
2015,16,1294,25
2016,13,1160,23
2016
2017,29,63000,40
2018,30,911,117
2019,23,822,126
2020,34,678,147
2021,23,494,58
2022,30,675,89
2023,28,874,71
2024,30,952,135
2025,23,597,65
2026,26,895,85
2027,21,646,124
2028,28,739,106
2029,37,603,161
2030,33,766,131
2031,31,717,77
2032,21,767,103
2033,21,812,98
2034,21,805,86
2035,34,662,148
2036,26,547,77
2037,24,630,100
2038,31,771,151
2039,31,808,86
2040,31,766,118
2041,36,725,137
2042,23,681,99
2043,25,841,135
2044,17,607,57
2045,44,718,138
2046,38,743,175
