year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,894,1,0,0
1988,877,#DIV/0!,-211,8
1989,968,10,-169,11
1990,976,9,-317,1
1991,966,#DIV/0!,-192,2
1992,997,8,-144,2
1993,954,#DIV/0!,-114,3
1994,954,#DIV/0!,-101,4
1995,686,7,-253,5
1996,669,3,-250,9
1997,866,9,-248,6
1998,993,6,-377,9
1999,993,#DIV/0!,-156,8
2000,993,6,-130,0
2001,766,#DIV/0!,-121,3
2002,766,#DIV/0!,-236,11
2003,798,8,-183,2
2004,1071,6,-161,5
2005,1170,6,-254,1
2006,1170,5,-199,4
2007,1170,#DIV/0!,-130,0
2008,773,7,-58,1
2009,733,-2,-182,5
2010,758,#DIV/0!,-98,2
2011,943,9,-338,4
2012,938,8,-179,8
2013,1021,9,-205,0
2014,993,#DIV/0!,-296,7
2015,993,#DIV/0!,-68,6
2016,911,8,-116,0
2016
2017,1056,#DIV/0!,0,0
2018,1073,5,-132,1
2019,1071,4,-166,7
2020,1071,4,-245,7
2021,1071,5,-265,0
2022,1029,3,-226,1
2023,1029,#DIV/0!,-100,3
2024,1097,10,-126,3
2025,1076,4,-291,0
2026,1074,10,-132,1
2027,997,2,-249,5
2028,1103,8,-234,2
2029,1080,2,-207,3
2030,1064,8,-180,2
2031,950,#DIV/0!,-230,3
2032,1142,10,-197,0
2033,1142,#DIV/0!,-153,1
2034,1142,7,-207,2
2035,1065,3,-162,4
2036,1122,8,-219,2
2037,1108,2,-174,3
2038,1103,11,-210,4
2039,1103,#DIV/0!,-268,8
2040,1049,6,-131,1
2041,1054,4,-212,2
2042,1054,6,-213,0
2043,1054,8,-151,8
2044,1003,2,-187,3
2045,1116,7,-186,0
2046,1116,11,-317,1
