year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1232,9,-208,6
1988,1093,10,-138,1
1989,1291,8,-267,2
1990,1138,9,-181,7
1991,1420,9,-347,3
1992,1539,9,-236,5
1993,1463,10,-451,0
1994,1348,11,-313,1
1995,1463,9,-219,6
1996,1651,12,-488,6
1997,1597,11,-434,2
1998,1406,11,-294,1
1999,1194,9,-419,5
2000,1493,10,-277,0
2001,1249,10,-239,6
2002,1478,10,-263,15
2003,1270,11,-267,1
2004,1307,11,-286,12
2005,1371,9,-184,5
2006,1097,9,-235,6
2007,1169,10,-237,6
2008,1203,9,-260,5
2009,1182,9,-141,0
2010,1178,11,-259,4
2011,1408,12,-326,2
2012,1437,10,-242,2
2013,1306,9,-227,10
2014,1142,12,-340,13
2015,1217,10,-229,3
2016,1372,10,-205,10
2016
2017,1354,11,-250,3
2018,1362,10,-153,8
2019,1493,11,-351,2
2020,1430,11,-330,4
2021,1504,11,-334,2
2022,1250,10,-227,5
2023,1676,12,-471,11
2024,1642,11,-388,2
2025,1430,12,-223,12
2026,1648,13,-343,1
2027,1291,11,-258,10
2028,1479,11,-216,4
2029,1233,11,-336,2
2030,1384,13,-376,3
2031,1533,10,-244,3
2032,1602,11,-193,4
2033,1325,10,-167,0
2034,1345,11,-186,5
2035,1489,13,-195,5
2036,1631,11,-246,3
2037,1469,10,-197,8
2038,1406,12,-315,4
2039,1580,12,-291,2
2040,1425,9,-241,7
2041,1671,10,-275,4
2042,1401,11,-219,0
2043,1249,11,-139,6
2044,1260,10,-261,10
2045,1473,12,-318,8
2046,1661,11,-352,0
