year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1702,10,-227,0
1988,1717,12,-309,4
1989,1720,12,-346,0
1990,1686,11,-236,2
1991,1768,10,-586,0
1992,1651,12,-195,0
1993,1745,9,-449,0
1994,1731,12,-452,2
1995,1517,11,-386,2
1996,1434,10,-355,2
1997,1637,12,-451,2
1998,1770,11,-429,1
1999,1851,12,-493,4
2000,1792,10,-400,1
2001,1787,11,-368,0
2002,1684,13,-239,0
2003,1853,13,-425,4
2004,1788,10,-424,2
2005,1667,12,-277,3
2006,1753,11,-340,0
2007,1762,11,-334,0
2008,1854,13,-270,0
2009,1757,12,-238,0
2010,1685,13,-222,2
2011,1809,11,-372,3
2012,1714,11,-338,0
2013,1710,12,-285,1
2014,1812,12,-321,0
2015,1823,13,-392,2
2016,1922,13,-433,0
2016
2017,1892,12,-492,0
2018,2020,11,-388,0
2019,1909,14,-388,0
2020,1987,14,-358,2
2021,2145,14,-745,3
2022,1771,12,-443,1
2023,2126,12,-620,0
2024,2195,16,-607,0
2025,2128,15,-503,0
2026,2066,13,-688,0
2027,2178,15,-546,0
2028,2091,13,-480,1
2029,2035,12,-570,1
2030,2059,13,-494,0
2031,1799,11,-397,0
2032,2288,17,-513,0
2033,2025,14,-442,0
2034,1964,13,-392,1
2035,1993,14,-499,3
2036,2019,12,-405,0
2037,2031,13,-527,0
2038,1722,12,-464,3
2039,2147,11,-531,2
2040,1984,15,-489,1
2041,1985,14,-431,1
2042,2055,13,-465,0
2043,2084,13,-363,2
2044,1944,12,-385,0
2045,2061,13,-454,0
2046,1985,14,-481,1
