year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1032,11,-189,11
1988,1374,8,-402,8
1989,1039,8,-164,6
1990,1399,7,-216,0
1991,989,6,-304,9
1992,1085,8,-61,6
1993,854,8,-227,16
1994,1068,8,-396,14
1995,1136,9,-149,10
1996,980,8,-367,12
1997,815,5,-349,9
1998,1044,7,-275,15
1999,956,8,-209,10
2000,1235,9,-229,6
2001,1067,4,-213,9
2002,1116,7,-211,1
2003,913,7,-164,9
2004,1140,10,-250,11
2005,1127,7,-114,16
2006,1071,8,-235,7
2007,1160,8,-70,6
2008,1104,8,-94,18
2009,981,9,-115,12
2010,1061,7,-275,14
2011,1107,8,-266,6
2012,1414,10,-123,0
2013,1076,9,-195,19
2014,857,9,-38,19
2015,1143,9,-244,8
2016,939,8,-220,15
2016
2017,1253,9,-278,7
2018,1347,9,-291,10
2019,1365,8,-417,9
2020,1286,5,-261,10
2021,1576,11,-571,8
2022,1594,10,-437,0
2023,1397,8,-344,9
2024,1289,12,-401,10
2025,1353,9,-284,3
2026,1473,10,-472,9
2027,1641,10,-505,4
2028,1335,8,-156,0
2029,1623,9,-413,6
2030,1660,10,-522,3
2031,1349,11,-212,9
2032,1110,7,-198,17
2033,1486,10,-514,8
2034,1326,10,-303,13
2035,1438,9,-210,2
2036,1382,11,-375,6
2037,1530,11,-386,5
2038,1160,9,-171,13
2039,1458,8,-488,10
2040,1337,10,-181,15
2041,1638,10,-566,4
2042,1335,10,-308,15
2043,1152,7,-269,3
2044,1522,12,-455,10
2045,1687,12,-503,4
2046,1548,8,-364,4
