year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,548,7,19,10
1988,508,9,49,5
1989,452,7,40,9
1990,546,7,22,8
1991,530,8,-97,10
1992,449,7,104,15
1993,601,8,41,2
1994,601,8,-111,3
1995,654,9,144,6
1996,643,8,-76,7
1997,613,8,12,10
1998,612,9,153,1
1999,430,6,-11,8
2000,605,8,-97,9
2001,473,7,182,15
2002,568,9,59,2
2003,536,8,-19,11
2004,495,7,85,4
2005,567,8,72,15
2006,530,8,140,4
2007,523,8,101,6
2008,558,7,81,5
2009,545,8,83,10
2010,640,7,180,0
2011,462,6,45,6
2012,492,8,4,11
2013,547,9,152,6
2014,613,9,44,9
2015,522,9,148,7
2016,723,9,-28,1
2016
2017,672,8,73,7
2018,608,8,169,0
2019,755,8,156,0
2020,643,7,38,5
2021,724,9,40,5
2022,641,8,53,4
2023,535,8,43,0
2024,742,8,74,6
2025,729,9,34,6
2026,601,10,11,14
2027,761,9,56,7
2028,672,9,177,2
2029,679,9,-137,0
2030,757,9,-106,4
2031,706,9,153,0
2032,624,9,159,1
2033,633,8,56,8
2034,685,9,162,2
2035,627,7,143,1
2036,681,10,227,7
2037,624,9,111,8
2038,642,9,145,0
2039,713,9,129,0
2040,694,8,27,6
2041,719,9,173,6
2042,658,8,72,2
2043,634,10,88,3
2044,590,8,101,4
2045,644,9,26,6
2046,778,9,73,3
