year,A1,A2,A3
,label A1,label A2,label A3
1987,0,3111,0
1988,0,3132,0
1989,0,3160,0
1990,0,3124,0
1991,0,3116,4
1992,0,3019,2
1993,0,3162,2
1994,0,3176,0
1995,0,3090,0
1996,0,3037,0
1997,0,3247,4
1998,0,3214,1
1999,0,3049,0
2000,0,2986,0
2001,0,3270,0
2002,0,3157,0
2003,0,3194,0
2004,0,2980,0
2005,0,3175,1
2006,0,3192,0
2007,0,3192,0
2008,0,3058,0
2009,0,3029,0
2010,0,3209,0
2011,0,3114,1
2012,0,3304,0
2013,0,3199,3
2014,0,3251,2
2015,0,3232,0
2016,0,3106,1
2016
2017,0,2828,1
2018,0,2693,0
2019,0,2749,1
2020,0,2809,2
2021,0,2663,0
2022,0,2850,2
2023,0,2971,0
2024,0,2927,1
2025,0,2748,1
2026,0,2887,4
2027,0,2929,16
2028,0,2744,1
2029,0,2833,0
2030,0,2994,7
2031,0,2830,0
2032,0,2695,0
2033,1,2993,8
2034,0,2881,4
2035,0,2937,1
2036,0,2854,0
2037,0,2820,1
2038,0,2726,0
2039,0,2795,5
2040,0,2915,2
2041,0,2730,6
2042,1,2708,5
2043,0,2856,1
2044,0,2842,0
2045,0,2870,0
2046,0,2771,6
