year,A1,A2,A3
,label A1,label A2,label A3
1987,6,3053,66
1988,4,2862,58
1989,17,2911,105
1990,8,2857,73
1991,7,2909,79
1992,4,3037,32
1993,8,2823,82
1994,12,2812,113
1995,18,2861,110
1996,8,2736,84
1997,4,3095,47
1998,6,3120,49
1999,1,2995,14
2000,11,3090,106
2001,0,2870,16
2002,15,2789,105
2003,4,3045,35
2004,0,3008,2
2005,15,2991,94
2006,5,2793,40
2007,5,2723,49
2008,1,3051,34
2009,5,2814,50
2010,12,2856,85
2011,15,3015,105
2012,3,2980,16
2013,11,3090,86
2014,1,2848,22
2015,3,2871,47
2016,18,2993,117
2016
2017,3,2718,35
2018,16,2375,129
2019,15,2762,100
2020,14,2840,102
2021,19,2537,164
2022,17,2733,116
2023,5,2496,82
2024,30,2742,262
2025,10,2230,67
2026,10,2420,118
2027,4,2382,62
2028,2,2903,27
2029,1,2899,40
2030,0,2557,10
2031,11,2547,65
2032,3,2567,50
2033,17,2624,117
2034,4,2544,73
2035,10,2316,114
2036,2,2432,58
2037,15,2820,119
2038,6,2661,53
2039,12,2480,109
2040,1,2432,27
2041,11,2703,84
2042,7,2593,74
2043,17,2599,105
2044,5,2518,71
2045,16,2666,113
2046,18,2553,146
