year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,796,9,65,6
1988,968,8,11,0
1989,772,9,26,9
1990,899,10,-81,2
1991,766,8,-146,6
1992,881,9,-97,1
1993,972,11,-148,0
1994,752,10,-72,3
1995,813,10,89,4
1996,902,9,-133,5
1997,784,9,-66,2
1998,916,9,3,5
1999,836,9,-182,2
2000,842,10,-129,9
2001,780,9,156,5
2002,841,8,-3,0
2003,798,9,53,4
2004,906,10,-91,1
2005,812,9,26,0
2006,762,8,68,4
2007,979,10,0,1
2008,739,10,106,2
2009,714,9,49,5
2010,898,11,39,2
2011,986,11,-68,0
2012,883,9,200,2
2013,853,10,48,3
2014,845,10,95,1
2015,918,11,-19,3
2016,760,9,20,0
2016
2017,910,10,-20,0
2018,965,10,22,1
2019,840,9,57,1
2020,955,11,105,0
2021,969,10,-84,0
2022,888,10,-2,3
2023,929,10,-116,5
2024,925,10,-186,1
2025,965,9,-62,0
2026,953,11,-172,2
2027,959,10,-158,1
2028,958,8,120,0
2029,1143,11,-251,0
2030,949,10,-29,0
2031,909,10,7,0
2032,901,10,-35,2
2033,832,10,54,0
2034,841,10,-116,0
2035,1032,11,33,0
2036,766,10,13,4
2037,937,10,35,0
2038,905,10,21,3
2039,953,12,72,2
2040,980,10,-45,0
2041,883,11,5,1
2042,1032,11,4,0
2043,891,9,72,0
2044,921,11,-43,0
2045,988,10,128,1
2046,1040,12,-25,0
