year,A1,A2,A3
,label A1,label A2,label A3
1987,0,2972,6
1988,0,2875,6
1989,0,2945,5
1990,0,2806,5
1991,0,2927,3
1992,0,2913,2
1993,0,2696,4
1994,0,2846,8
1995,0,2908,1
1996,0,2843,8
1997,0,3106,4
1998,0,2844,2
1999,0,2782,4
2000,0,2732,4
2001,0,2727,2
2002,0,2994,0
2003,1,2903,13
2004,4,2893,26
2005,0,3000,2
2006,0,2908,4
2007,0,2789,6
2008,0,2879,3
2009,3,2714,17
2010,1,2785,3
2011,0,2976,10
2012,0,2964,6
2013,0,3033,2
2014,0,2904,0
2015,2,2838,18
2016,0,2855,5
2016
2017,0,2540,12
2018,1,2539,20
2019,0,2454,15
2020,0,2752,6
2021,0,2366,10
2022,1,2558,15
2023,0,2596,2
2024,1,2588,10
2025,1,2507,14
2026,0,2546,2
2027,0,2688,9
2028,0,2575,3
2029,0,2591,6
2030,0,2596,1
2031,0,2554,13
2032,0,2677,31
2033,0,2598,3
2034,0,2619,3
2035,0,2481,5
2036,1,2557,14
2037,0,2394,2
2038,0,2509,0
2039,0,2422,1
2040,0,2588,8
2041,1,2505,7
2042,0,2534,8
2043,0,2517,4
2044,4,2599,43
2045,4,2484,23
2046,0,2543,4
