year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,899,10,-159,5
1988,755,10,-154,8
1989,796,10,-147,4
1990,978,9,-133,0
1991,875,10,-293,7
1992,795,12,-216,14
1993,986,10,-351,1
1994,824,9,-230,0
1995,836,7,-171,3
1996,957,9,-277,1
1997,839,10,-233,7
1998,867,9,-186,3
1999,919,10,-278,5
2000,874,11,-182,4
2001,905,10,-109,4
2002,792,9,-148,7
2003,903,11,-125,2
2004,881,9,-216,5
2005,766,9,-40,4
2006,909,11,-127,0
2007,850,8,-145,7
2008,848,9,-203,2
2009,1038,10,-154,0
2010,792,10,-178,1
2011,940,11,-194,6
2012,980,9,-200,5
2013,753,10,-221,4
2014,758,9,-52,8
2015,919,10,-168,1
2016,1015,10,-285,0
2016
2017,989,10,-142,2
2018,1081,11,-202,6
2019,1012,11,-155,0
2020,910,9,-98,6
2021,1095,10,-215,0
2022,1018,10,-110,0
2023,907,9,-360,0
2024,1047,11,-270,1
2025,1130,12,-142,0
2026,1015,10,-298,1
2027,906,9,-342,7
2028,1035,11,-104,5
2029,1008,9,-297,0
2030,938,10,-175,1
2031,906,9,-26,5
2032,1219,11,-128,1
2033,900,10,2,4
2034,865,10,-52,0
2035,1010,10,-110,0
2036,948,9,-177,3
2037,1034,11,-125,1
2038,827,9,-53,0
2039,1015,11,-88,0
2040,1043,11,-137,0
2041,1053,10,-139,1
2042,1095,10,-169,0
2043,936,10,-193,0
2044,1049,11,-85,2
2045,1035,9,-99,0
2046,862,11,-47,5
