year,V1,V2,V3,V9
,label V1-EMU,label V2-EMU,label V3,label V9-EMU
1987,1098,7,-244,0
1988,970,6,-172,0
1989,993,6,-200,1
1990,940,6,-235,7
1991,992,7,-134,1
1992,752,6,-16,5
1993,1187,8,-329,1
1994,1023,8,-271,6
1995,928,7,-140,4
1996,808,8,-258,15
1997,897,7,-356,7
1998,915,6,-103,2
1999,961,6,-366,2
2000,782,6,-292,4
2001,844,6,-71,7
2002,969,7,-226,1
2003,906,7,-283,4
2004,886,6,-182,5
2005,972,7,-153,2
2006,1077,8,-241,0
2007,1193,7,-198,0
2008,1223,8,-251,1
2009,890,7,-18,0
2010,1231,9,-309,2
2011,1094,7,-177,6
2012,905,7,-258,6
2013,1023,10,-64,5
2014,977,7,-222,0
2015,1005,9,-162,4
2016,1045,6,-166,0
2016
2017,960,8,-205,3
2018,1310,10,-300,0
2019,1075,9,-127,5
2020,787,7,-171,2
2021,1038,8,-281,0
2022,1158,10,-198,1
2023,1323,8,-389,0
2024,1146,9,-364,0
2025,863,8,-204,0
2026,1160,10,-338,2
2027,1108,10,-393,0
2028,1092,10,-184,0
2029,1083,12,-358,0
2030,1109,7,-250,0
2031,1246,9,-82,0
2032,1054,9,-115,2
2033,1294,9,-171,0
2034,1106,8,-169,0
2035,1048,8,-156,5
2036,967,11,-151,3
2037,924,10,-109,3
2038,1391,10,-231,0
2039,1134,9,-155,0
2040,1112,12,-193,1
2041,896,9,-101,0
2042,1208,10,-225,0
2043,1016,9,-210,0
2044,1205,11,-210,0
2045,1072,8,-96,0
2046,961,9,-205,3
