year,A1,A2,A3
,label A1,label A2,label A3
1987,4,2954,44
1988,4,2701,38
1989,3,2649,21
1990,0,2668,10
1991,0,2675,9
1992,4,2733,23
1993,0,2826,15
1994,0,2757,12
1995,5,2928,37
1996,1,2806,57
1997,1,2696,17
1998,0,2805,4
1999,0,2768,12
2000,0,2744,9
2001,4,2665,31
2002,0,2853,9
2003,0,2738,10
2004,1,2689,25
2005,0,2782,8
2006,5,2855,28
2007,0,2651,5
2008,0,2873,4
2009,0,2691,12
2010,3,2889,22
2011,2,2641,33
2012,0,2760,17
2013,4,2623,30
2014,0,2705,15
2015,2,2860,16
2016,1,2706,24
2016
2017,0,2374,13
2018,0,2534,23
2019,0,2511,13
2020,0,2641,19
2021,3,2627,40
2022,3,2538,34
2023,0,2364,21
2024,2,2294,49
2025,0,2519,16
2026,1,2540,32
2027,0,2366,26
2028,4,2306,33
2029,2,2385,30
2030,1,2271,12
2031,1,2463,12
2032,5,2366,49
2033,1,2572,21
2034,6,2473,51
2035,1,2233,23
2036,1,2427,31
2037,1,2438,8
2038,1,2387,11
2039,2,2384,30
2040,4,2475,39
2041,4,2505,22
2042,1,2406,24
2043,6,2403,58
2044,1,2481,12
2045,0,2395,19
2046,0,2508,26
