year,A1,A2,A3
,label A1,label A2,label A3
1987,86,1159,584
1988,86,1175,656
1989,86,1044,688
1990,88,941,670
1991,92,1218,697
1992,115,1347,766
1993,88,1241,610
1994,101,1083,720
1995,104,1167,662
1996,100,1310,690
1997,90,1062,648
1998,104,1204,703
1999,107,1153,768
2000,77,1184,632
2001,95,1201,677
2002,95,1276,707
2003,112,1381,779
2004,106,1290,693
2005,91,1292,661
2006,95,1000,727
2007,87,1290,577
2008,88,1164,624
2009,102,1325,680
2010,108,1214,698
2011,83,1175,521
2012,81,1114,554
2013,126,1020,726
2014,101,1133,634
2015,115,1172,758
2016,88,1011,649
2016
2017,95,943,720
2018,118,1088,778
2019,118,986,984
2020,114,1062,780
2021,115,1168,887
2022,131,948,974
2023,100,1013,679
2024,113,1042,896
2025,125,1037,848
2026,107,1065,817
2027,111,1016,815
2028,106,910,739
2029,122,983,858
2030,123,923,933
2031,111,807,749
2032,111,984,743
2033,116,964,820
2034,126,1110,887
2035,116,1071,808
2036,145,939,986
2037,126,1066,907
2038,110,995,767
2039,127,906,854
2040,96,998,797
2041,139,1093,1004
2042,115,1103,818
2043,109,1003,844
2044,89,997,664
2045,109,1118,783
2046,124,1237,889
