year,A1,A2,A3
,label A1,label A2,label A3
1987,4,2346,33
1988,16,2916,93
1989,23,2626,115
1990,6,2680,42
1991,12,2650,65
1992,10,2661,59
1993,5,2587,69
1994,2,2786,36
1995,5,2487,48
1996,11,2660,93
1997,4,2473,32
1998,3,2488,26
1999,7,2625,82
2000,5,2650,45
2001,6,2791,43
2002,9,2663,57
2003,2,2494,28
2004,2,2824,26
2005,9,2553,53
2006,14,2463,95
2007,21,2613,119
2008,11,2530,76
2009,4,2584,39
2010,7,2487,57
2011,2,2660,28
2012,7,2717,47
2013,7,2621,57
2014,0,2630,15
2015,5,2467,47
2016,5,2374,34
2016
2017,6,2199,51
2018,11,2155,68
2019,8,2286,68
2020,5,2555,59
2021,1,2303,33
2022,17,2389,95
2023,1,2267,35
2024,5,2228,48
2025,9,2268,69
2026,13,2375,111
2027,14,2252,122
2028,9,2166,68
2029,8,2292,68
2030,5,2214,59
2031,12,2163,68
2032,22,2267,117
2033,9,2307,81
2034,7,2488,55
2035,15,2398,90
2036,12,2395,85
2037,4,2399,46
2038,6,2364,48
2039,12,2369,103
2040,7,2434,71
2041,16,2449,107
2042,10,2352,62
2043,17,2486,113
2044,4,2273,37
2045,8,2193,65
2046,8,2334,68
