year,A1,A2,A3
,label A1,label A2,label A3
1987,5,3878,48
1988,15,3567,96
1989,7,3433,55
1990,0,4053,20
1991,4,3619,51
1992,24,3606,136
1993,11,3364,80
1994,9,3370,97
1995,24,3277,138
1996,7,3842,52
1997,8,3600,65
1998,10,3383,84
1999,6,3289,76
2000,14,3103,100
2001,15,3532,110
2002,23,3644,184
2003,4,3299,37
2004,10,3587,79
2005,17,3552,118
2006,10,3226,84
2007,7,3727,60
2008,20,3407,128
2009,6,3476,46
2010,19,3292,112
2011,5,3056,49
2012,20,3467,131
2013,2,3370,21
2014,9,3410,85
2015,14,3459,114
2016,5,3059,61
2016
2017,40,3087,268
2018,11,3025,106
2019,31,3109,187
2020,14,2966,112
2021,24,3062,184
2022,22,3092,120
2023,25,3197,223
2024,1,2791,42
2025,39,2846,225
2026,20,2989,158
2027,6,3220,68
2028,20,3243,139
2029,26,2785,194
2030,21,3264,178
2031,34,2729,206
2032,31,3188,205
2033,22,2937,126
2034,26,3189,133
2035,22,2863,128
2036,34,3179,197
2037,23,3478,142
2038,15,3013,102
2039,10,3434,70
2040,17,3353,111
2041,7,2974,60
2042,9,2896,78
2043,14,3054,105
2044,26,2961,156
2045,7,2996,44
2046,16,3063,117
