year,A1,A2,A3
,label A1,label A2,label A3
1987,1,4552,10
1988,8,3961,58
1989,0,3999,6
1990,1,3965,35
1991,1,4071,18
1992,6,3810,43
1993,0,4049,17
1994,0,4003,17
1995,4,4223,42
1996,0,3937,27
1997,2,4155,28
1998,4,4219,43
1999,2,4352,22
2000,3,3598,22
2001,3,4026,45
2002,0,3974,7
2003,1,4150,17
2004,0,4144,15
2005,0,4099,3
2006,3,4389,23
2007,1,4093,18
2008,5,3905,59
2009,0,4120,19
2010,3,3826,25
2011,4,4234,29
2012,0,4165,9
2013,0,4089,6
2014,4,4106,35
2015,1,3950,33
2016,0,3883,23
2016
2017,5,3468,30
2018,4,3869,29
2019,8,3690,55
2020,0,3752,45
2021,3,3632,34
2022,3,3769,31
2023,0,3811,12
2024,0,3867,11
2025,0,3747,15
2026,0,3912,11
2027,1,3547,21
2028,0,3839,21
2029,0,3793,38
2030,4,3605,56
2031,7,3647,42
2032,2,3750,34
2033,0,3374,15
2034,0,3613,13
2035,8,3603,72
2036,1,3554,18
2037,9,3781,63
2038,3,3730,55
2039,3,3809,34
2040,9,3513,69
2041,9,3588,84
2042,4,3676,52
2043,5,3644,49
2044,2,3482,19
2045,3,3727,43
2046,2,3490,19
