year,V1,V2,V3,V9
,label V1-EMU,label V2-EMU,label V3,label V9-EMU
1987,803,8,-127,11
1988,997,6,-152,3
1989,860,9,12,2
1990,1065,8,-315,7
1991,1012,9,-219,2
1992,1160,11,-188,5
1993,1024,8,-230,4
1994,1031,9,-269,3
1995,1149,9,-86,0
1996,1151,10,-214,1
1997,1076,8,-320,1
1998,983,6,-67,3
1999,1104,8,-283,0
2000,1059,7,-237,0
2001,1089,9,-168,2
2002,792,5,-201,1
2003,916,7,-235,1
2004,906,8,-167,1
2005,839,8,-96,5
2006,787,6,-18,11
2007,1068,8,-136,0
2008,1111,7,-30,1
2009,1009,8,-252,1
2010,1034,8,-222,3
2011,1022,7,-193,3
2012,928,8,-60,1
2013,994,8,-208,0
2014,1031,6,-120,3
2015,1105,8,-155,0
2016,1045,7,-239,4
2016
2017,1136,10,-110,0
2018,1028,9,-131,2
2019,1028,7,-185,2
2020,1075,9,-118,3
2021,1012,9,-138,1
2022,1058,11,-192,0
2023,835,9,-194,2
2024,1079,9,-177,1
2025,1037,8,-60,0
2026,1077,9,-178,2
2027,1082,8,-214,0
2028,1000,9,-50,6
2029,1173,8,-351,0
2030,1209,9,-181,0
2031,1002,8,-51,0
2032,1052,8,-151,3
2033,990,8,-94,1
2034,1149,12,-169,0
2035,1229,10,-299,0
2036,923,9,-144,1
2037,1196,9,-204,1
2038,1260,8,-134,0
2039,1094,7,-213,0
2040,1271,9,-198,0
2041,1257,8,-164,1
2042,1155,8,-106,0
2043,1162,8,-140,0
2044,1116,10,-48,4
2045,1132,9,-187,4
2046,1142,11,-51,0
