year,V1,V2,V3,V9
,label V1-EMU,label V2-EMU,label V3,label V9-EMU
1987,525,7,-239,5
1988,512,7,-229,16
1989,515,6,-185,6
1990,451,6,-216,6
1991,451,6,-266,7
1992,571,7,-165,10
1993,566,5,-157,2
1994,376,7,-254,6
1995,447,6,-272,12
1996,508,7,-136,5
1997,360,7,-97,10
1998,619,6,-278,10
1999,507,7,-235,12
2000,496,5,-186,6
2001,248,5,-193,15
2002,709,6,-171,1
2003,704,7,-112,0
2004,602,7,-90,1
2005,388,7,-135,11
2006,586,6,-202,2
2007,289,6,-52,6
2008,417,6,-126,13
2009,370,7,-91,11
2010,374,5,-100,11
2011,468,7,-155,16
2012,333,7,-136,13
2013,569,6,-162,11
2014,482,7,-188,4
2015,321,6,23,3
2016,434,6,-196,8
2016
2017,640,8,-89,1
2018,502,8,-90,8
2019,538,5,-32,2
2020,578,5,-112,2
2021,610,6,-170,3
2022,774,6,-210,0
2023,752,8,-122,2
2024,774,7,-192,7
2025,595,7,-209,1
2026,618,8,-164,1
2027,651,8,-208,0
2028,510,8,-162,3
2029,642,8,-135,7
2030,696,7,-286,2
2031,592,9,-96,6
2032,624,4,-155,7
2033,615,8,-86,1
2034,609,5,-60,5
2035,640,9,-94,7
2036,710,6,-102,0
2037,600,8,-93,1
2038,752,6,-283,1
2039,622,6,-197,0
2040,653,7,-135,1
2041,684,6,-162,0
2042,638,7,-173,1
2043,614,6,-205,3
2044,690,9,-108,0
2045,583,6,-107,4
2046,565,7,-162,5
